Značka,Model,Objem (l),Rok,Najeté km,Cena,Palivo,Převodovka,Výkon (kW)
Volvo,Xc60,2.0,2023,6847,1499000,Hybridní,Automatická,228
Volvo,Xc60,2.0,2025,0,1449000,Benzín,Automatická,184
Volvo,Xc40,2.0,2025,0,1034968,Benzín,Automatická,145
Volvo,Xc60,2.0,2024,9653,1399000,Hybridní,Automatická,186
Volvo,Xc90,2.0,2025,0,1919000,Benzín,Automatická,184
Volvo,V90,2.0,2021,75880,1079000,Nafta,Automatická,145
Volvo,V60,2.0,2024,25433,1249000,Benzín,Automatická,184
Volvo,Xc60,2.0,2024,25368,1399000,Hybridní,Automatická,293
Volvo,Xc60,2.0,2024,18141,1399000,Benzín,Automatická,184
Volvo,V90,2.0,2024,10951,1355200,Hybridní,Automatická,145
Volvo,Xc60,2.0,2024,25690,1349000,Hybridní,Automatická,335
Volvo,Xc90,2.0,2023,10560,1549900,Benzín,Automatická,220
Volvo,Xc90,2.0,2024,1,1559000,Nafta,Automatická,173
Volvo,Xc60,2.0,2024,6,1599999,Benzín,Automatická,184
Volvo,Xc90,2.0,2024,9900,1749900,Hybridní,Automatická,335
Volvo,V90,2.0,2024,9000,1524900,Benzín,Automatická,184
Volvo,Xc90,2.0,2023,34800,1599900,Nafta,Automatická,173
Volvo,Xc60,2.0,2025,5,1532901,Hybridní,Automatická,257
Volvo,Xc60,2.0,2024,21846,1549900,Hybridní,Automatická,331
Volvo,Xc60,2.0,2025,6,1512901,Hybridní,Automatická,257
Volvo,S90,2.0,2020,111425,749000,Hybridní,Automatická,288
Volvo,Xc90,2.0,2024,13,1529000,Nafta,Automatická,173
Volvo,Xc90,2.0,2023,29350,1511501,Nafta,Automatická,173
Volvo,Xc90,2.0,2024,12,1999000,Hybridní,Automatická,335
Volvo,Xc60,2.0,2025,0,1583000,Benzín,Automatická,184
Volvo,Xc90,2.0,2025,0,1849000,Benzín,Automatická,184
Volvo,Xc60,2.0,2025,0,1551000,Hybridní,Automatická,293
Volvo,Xc90,2.0,2024,22976,1699000,Hybridní,Automatická,335
Volvo,Xc90,2.0,2023,33002,1525001,Nafta,Automatická,173
Volvo,Xc90,2.0,2024,12021,1649000,Hybridní,Automatická,335
Volvo,Xc60,2.0,2025,0,1639000,Hybridní,Automatická,257
Volvo,Xc90,2.0,2023,20000,1600000,Hybridní,Automatická,228
Volvo,Xc60,2.0,2024,100,1650000,Hybridní,Automatická,228
Volvo,Xc90,2.0,2023,18200,1799000,Nafta,Automatická,173
Volvo,Xc90,2.0,2025,0,1808082,Benzín,Automatická,184
Volvo,Xc90,2.0,2024,17,1799000,Nafta,Automatická,173
Volvo,Xc90,2.0,2024,13500,1608000,Nafta,Automatická,173
Volvo,Xc90,2.0,2025,0,1989000,Hybridní,Automatická,335
Volvo,Xc60,2.0,2025,0,1696000,Hybridní,Automatická,257
Volvo,Xc60,2.0,2025,0,1819000,Hybridní,Automatická,186
Volvo,Xc60,2.0,2025,0,1685000,Hybridní,Automatická,257
Volvo,Xc90,2.0,2025,0,1999900,Hybridní,Automatická,335
Volvo,Xc60,2.0,2025,0,1899000,Hybridní,Automatická,257
Volvo,Xc60,2.0,2025,2000,1749154,Hybridní,Automatická,293
Volvo,Xc90,2.0,2024,9500,1750000,Hybridní,Automatická,335
Volvo,Xc90,2.0,2025,0,1815210,Benzín,Automatická,184
Volvo,Xc90,2.0,2025,0,1975590,Benzín,Automatická,184
Volvo,Xc90,2.0,2024,2494,1749000,Hybridní,Automatická,335
Volvo,Xc90,2.0,2024,10257,1749000,Hybridní,Automatická,335
Volvo,Xc90,2.0,2023,4775,1699000,Nafta,Automatická,173
Volvo,Xc90,2.0,2024,20000,1599000,Nafta,Automatická,173
Volvo,Xc90,2.0,2024,19898,1549000,Nafta,Automatická,173
Volvo,Xc90,2.0,2024,26901,1599000,Nafta,Automatická,173
Volvo,Xc90,2.0,2023,7,1790000,Nafta,Automatická,173
Volvo,Xc60,2.0,2025,5,1549000,Benzín,Automatická,293
Volvo,Xc60,2.0,2024,14992,1549000,Hybridní,Automatická,228
Volvo,Xc90,2.0,2024,22859,1799000,Hybridní,Automatická,335
Volvo,Xc90,2.0,2024,20296,1699000,Nafta,Automatická,173
Volvo,Xc90,2.0,2024,22875,1649000,Nafta,Automatická,173
Volvo,Xc60,2.0,2025,5,1799000,Benzín,Automatická,194
Volvo,Xc60,2.0,2025,1,1614900,Benzín,Automatická,335
Volvo,Xc90,2.0,2024,14700,1745000,Benzín,Automatická,220
Volvo,Xc60,2.0,2025,0,1679000,Hybridní,Automatická,257
Volvo,V90,2.0,2017,218327,399000,Nafta,Manuální,110
Volvo,Xc90,2.0,2025,8,1999000,Hybridní,Automatická,335
Volvo,Xc90,2.0,2023,14900,1650000,Hybridní,Automatická,228
Volvo,Xc90,2.0,2024,12100,1599000,Nafta,Automatická,173
Volvo,Xc90,2.0,2024,11606,1719000,Hybridní,Automatická,335
Volvo,Xc90,2.0,2025,8,1699000,Benzín,Automatická,184
Volvo,Xc90,2.0,2024,29000,1549000,Nafta,Automatická,173
Volvo,Xc60,2.0,2025,0,1669000,Benzín,Automatická,184
Volvo,Xc90,2.0,2024,20100,1699000,Nafta,Automatická,173
Volvo,Xc90,2.0,2024,3500,1599000,Nafta,Automatická,173
Volvo,Xc90,2.0,2024,19900,1539000,Nafta,Automatická,173
Volvo,Xc90,2.0,2024,17000,1719000,Hybridní,Automatická,335
Volvo,Xc90,2.0,2024,5,1921000,Hybridní,Automatická,335
Volvo,Xc90,2.0,2023,16514,1599000,Nafta,Automatická,173
Volvo,Xc90,2.0,2025,0,1979000,Benzín,Automatická,184
Volvo,Xc90,2.0,2024,22900,1549000,Nafta,Automatická,173
Volvo,Xc90,2.0,2025,8,1749001,Benzín,Automatická,184
Volvo,Xc90,2.0,2024,12367,1799000,Hybridní,Automatická,335
Volvo,Xc90,2.0,2025,0,1999000,Benzín,Automatická,184
Volvo,Xc90,2.0,2023,150,1799000,Nafta,Automatická,173
Volvo,Xc90,2.0,2025,1,1922900,Hybridní,Automatická,335
Volvo,Xc90,2.0,2024,10000,1639000,Nafta,Automatická,173
Volvo,Xc90,2.0,2024,11000,1729000,Nafta,Automatická,173
Volvo,Xc90,2.0,2023,25867,1599000,Nafta,Automatická,173
Volvo,Xc90,2.0,2023,35375,1649000,Nafta,Automatická,173
Volvo,Xc60,2.0,2025,0,1789000,Hybridní,Automatická,257
Volvo,Xc90,2.0,2024,14515,1599000,Nafta,Automatická,173
Volvo,Xc90,2.0,2024,13000,1599000,Nafta,Automatická,173
Volvo,Xc90,2.0,2024,19000,1599000,Nafta,Automatická,173
Volvo,Xc90,2.0,2024,28253,1749000,Hybridní,Automatická,228
Volvo,Xc90,2.0,2024,14679,1599000,Nafta,Automatická,173
Volvo,Xc90,2.0,2023,12700,1600000,Nafta,Automatická,173
Volvo,Xc90,2.0,2023,38047,1549000,Nafta,Automatická,173
Volvo,Xc90,2.0,2024,1500,1985036,Hybridní,Automatická,228
Volvo,Xc90,2.0,2024,26748,1699000,Hybridní,Automatická,335
Volvo,Xc90,2.0,2024,13500,1549000,Nafta,Automatická,173
Volvo,Xc90,2.0,2024,20387,1599000,Nafta,Automatická,173
Volvo,Xc90,2.0,2024,7425,1799000,Benzín,Automatická,184
Volvo,Xc90,2.0,2024,28888,1649000,Hybridní,Automatická,228
Volvo,Xc90,2.0,2023,30572,1649000,Nafta,Automatická,173
Volvo,Xc90,2.0,2024,11000,1619000,Nafta,Automatická,173
Volvo,Xc90,2.0,2024,13000,1649000,Nafta,Automatická,173
Volvo,Xc90,2.0,2023,11000,1769220,Hybridní,Automatická,228
Volvo,V90,2.0,2024,5,1791000,Nafta,Automatická,155
Volvo,Xc90,2.0,2024,20650,1599000,Nafta,Automatická,173
Volvo,Xc90,2.0,2024,19876,1599000,Nafta,Automatická,173
Volvo,Xc90,2.0,2025,0,1789000,Benzín,Automatická,184
Volvo,Xc90,2.0,2024,12631,1699000,Hybridní,Automatická,335
Volvo,Xc90,2.0,2024,13198,1699000,Hybridní,Automatická,335
Volvo,Xc90,2.0,2023,21375,1699000,Hybridní,Automatická,335
Volvo,Xc90,2.0,2024,16000,1589000,Nafta,Automatická,173
Volvo,Xc60,2.0,2024,6229,1599000,Hybridní,Automatická,186
Volvo,Xc90,2.0,2024,25266,1799000,Hybridní,Automatická,335
Volvo,Xc90,2.0,2024,20461,1699000,Hybridní,Automatická,335
Volvo,Xc90,2.0,2024,2933,1799000,Benzín,Automatická,184
Volvo,Xc90,2.0,2024,24854,1699000,Hybridní,Automatická,228
Volvo,Xc60,2.0,2025,0,1689000,Hybridní,Automatická,257
Volvo,Xc60,2.0,2025,0,1531686,Benzín,Automatická,184
Volvo,Xc60,2.0,2025,0,1539000,Benzín,Automatická,184
Volvo,Xc90,2.0,2023,5,1935000,Nafta,Automatická,173
Volvo,Xc90,2.0,2023,25155,1549000,Nafta,Automatická,173
Volvo,Xc60,2.0,2024,0,1512850,Hybridní,Automatická,186
Volvo,Xc90,2.0,2025,0,1895000,Benzín,Automatická,184
Volvo,Xc60,2.0,2025,5,1989000,Hybridní,Automatická,335
Volvo,Xc90,2.0,2025,1,1765000,Benzín,Automatická,194
Volvo,Xc90,2.0,2025,5,1965360,Hybridní,Automatická,184
Volvo,Xc90,2.0,2025,0,1664874,Benzín,Automatická,184
Volvo,Xc90,2.0,2023,43573,1629000,Hybridní,Automatická,228
Volvo,Xc90,2.0,2022,11856,1599000,Hybridní,Automatická,335
Volvo,Xc60,2.0,2024,3000,1599000,Benzín,Automatická,184
Volvo,Xc90,2.0,2025,1,1902900,Hybridní,Automatická,335
Volvo,V90,2.0,2024,0,1725000,Hybridní,Automatická,257
Volvo,Xc90,2.0,2024,21651,1549000,Nafta,Automatická,173
Volvo,Xc90,2.0,2025,0,1687554,Benzín,Automatická,184
Volvo,Xc90,2.0,2024,8,1699000,Benzín,Automatická,184
Volvo,Xc90,2.0,2023,19618,1549000,Nafta,Automatická,173
Volvo,Xc60,2.0,2024,31430,1699000,Hybridní,Automatická,335
Volvo,Xc90,2.0,2025,6000,1859000,Benzín,Automatická,184
Volvo,Xc90,2.0,2025,4000,1869000,Benzín,Automatická,184
Volvo,Xc90,2.0,2024,11297,1749000,Benzín,Automatická,220
Volvo,V90,2.0,2023,20523,1349000,Nafta,Automatická,173
Volvo,V90,2.0,2025,1,1811800,Hybridní,Automatická,335
Volvo,Xc90,2.0,2024,1,1541200,Benzín,Automatická,184
Volvo,Xc90,2.0,2025,1,1541200,Benzín,Automatická,184
Volvo,Xc90,2.0,2024,22076,1899900,Benzín,Automatická,184
Volvo,Xc40,2.0,2025,0,899000,Benzín,Automatická,120
Volvo,Xc90,2.0,2025,1,1519900,Benzín,Automatická,184
Volvo,Xc90,2.0,2023,25377,1749000,Hybridní,Automatická,228
Volvo,Xc90,2.0,2024,17736,1699000,Nafta,Automatická,173
Volvo,Xc60,2.0,2024,0,1619000,Hybridní,Automatická,257
Volvo,Xc90,2.0,2024,11565,1539000,Nafta,Automatická,173
Volvo,Xc90,2.0,2025,3000,1899000,Benzín,Automatická,184
Volvo,Xc60,2.0,2025,0,1529000,Benzín,Automatická,184
Volvo,Xc90,2.0,2025,100,1999000,Hybridní,Automatická,335
Volvo,Xc60,2.0,2025,0,1659000,Hybridní,Automatická,257
Volvo,Xc90,2.0,2025,0,1889000,Benzín,Automatická,184
Volvo,Xc90,2.0,2024,26540,1699000,Nafta,Automatická,173
Volvo,Xc90,2.0,2025,8,1575940,Hybridní,Automatická,184
Volvo,Xc40,2.0,2025,0,919000,Benzín,Automatická,120
Volvo,Xc90,2.0,2024,13300,1729000,Nafta,Automatická,183
Volvo,Xc90,2.0,2025,1,1740500,Hybridní,Automatická,335
Volvo,Xc90,2.0,2024,0,1799000,Hybridní,Automatická,335
Volvo,Xc90,2.0,2024,15300,1819000,Hybridní,Automatická,228
Volvo,Xc90,2.0,2023,15000,1639000,Nafta,Automatická,173
Volvo,V90,2.0,2025,1,1579900,Hybridní,Automatická,257
Volvo,Xc90,2.0,2024,15422,1549000,Nafta,Automatická,173
Volvo,Xc90,2.0,2024,20996,1539000,Nafta,Automatická,173
Volvo,Xc60,2.0,2023,13771,1549000,Hybridní,Automatická,228
Volvo,Xc90,2.0,2024,15000,1579000,Nafta,Automatická,173
Volvo,Xc90,2.0,2025,8,1692690,Benzín,Automatická,184
Volvo,Xc90,2.0,2024,10,1589000,Nafta,Automatická,173
Volvo,V90,2.0,2024,0,1599000,Hybridní,Automatická,293
Volvo,Xc90,2.0,2024,14000,1699000,Nafta,Automatická,173
Volvo,Xc60,2.0,2024,0,1584977,Hybridní,Automatická,186
Volvo,Xc90,2.0,2025,0,1619919,Benzín,Automatická,184
Volvo,Xc90,2.0,2023,25700,1599000,Nafta,Automatická,173
Volvo,Xc90,2.0,2024,15,1849000,Nafta,Automatická,183
Volvo,Xc90,2.0,2025,1,1767000,Benzín,Automatická,184
Volvo,Xc90,2.0,2024,0,1689000,Benzín,Automatická,184
Volvo,Xc90,2.0,2023,19800,1549000,Nafta,Automatická,173
Volvo,Xc90,2.0,2025,0,1841272,Hybridní,Automatická,228
Volvo,Xc90,2.0,2024,16800,1649000,Nafta,Automatická,173
Volvo,Xc90,2.0,2024,15000,1629000,Nafta,Automatická,173
Volvo,Xc90,2.0,2025,1,1813000,Benzín,Automatická,184
Volvo,Xc90,2.0,2023,18150,1569000,Nafta,Automatická,173
Volvo,Xc90,2.0,2024,0,1799000,Benzín,Automatická,184
Volvo,Xc90,2.0,2025,71,1692690,Benzín,Automatická,184
Volvo,Xc90,2.0,2024,5,1819000,Benzín,Automatická,184
Volvo,Xc90,2.0,2024,0,1899000,Nafta,Automatická,183
Volvo,Xc90,2.0,2023,17500,1599000,Nafta,Automatická,173
Volvo,Xc90,2.0,2023,15600,1539000,Nafta,Automatická,173
Volvo,Xc90,2.0,2024,0,1579000,Nafta,Automatická,173
Volvo,Xc90,2.0,2024,5,1899000,Nafta,Automatická,183
Volvo,Xc90,2.0,2024,0,1986975,Hybridní,Automatická,228
Volvo,Xc90,2.0,2024,8,1888001,Hybridní,Automatická,335
Volvo,Xc90,2.0,2023,33984,1564000,Nafta,Automatická,173
Volvo,Xc90,2.0,2024,3150,1599000,Benzín,Automatická,184
Volvo,Xc90,2.0,2025,0,1998806,Hybridní,Automatická,228
Volvo,Xc90,2.0,2024,16000,1599000,Benzín,Automatická,184
Volvo,Xc90,2.0,2023,37000,1649000,Nafta,Automatická,173
Volvo,V90,2.0,2024,0,1649000,Hybridní,Automatická,293
Volvo,V90,2.0,2023,8,1539000,Nafta,Automatická,145
Volvo,Xc90,2.0,2023,21600,1579000,Nafta,Automatická,173
Volvo,Xc90,2.0,2022,38000,1649000,Nafta,Automatická,173
Volvo,Xc60,2.0,2023,8201,1599000,Hybridní,Automatická,186
Volvo,Xc90,2.0,2023,13000,1668000,Hybridní,Automatická,335
Volvo,Xc90,2.0,2023,2,1937800,Nafta,Automatická,173
Volvo,Xc90,2.0,2024,8,1689000,Nafta,Automatická,173
Volvo,Xc90,2.0,2025,8,1670715,Benzín,Automatická,184
Subaru,Outback,2.0,2015,165492,338800,Nafta,Automatická,110
Subaru,Impreza,1.5,2010,167508,109990,Benzín,Manuální,79
Subaru,Forester,2.0,2015,220564,199900,Nafta,Manuální,108
Subaru,Impreza,2.0,2021,116147,419999,Benzín,Automatická,110
Subaru,Xv,2.0,2013,119400,189877,Nafta,Manuální,108
Subaru,Outback,2.5,2019,194912,429999,Benzín,Automatická,129
Subaru,Xv,2.0,2012,185850,152000,Nafta,Manuální,108
Subaru,Legacy,2.0,2011,173608,128999,Benzín,Manuální,110
Subaru,Forester,2.0,2007,231200,155000,Benzín,Manuální,116
Subaru,Forester,2.0,2015,184250,276000,Nafta,Automatická,108
Subaru,Impreza,1.6,2014,155100,229900,Benzín,Manuální,84
Subaru,Xv,2.0,2018,123691,469000,Benzín,Automatická,115
Subaru,Xv,2.0,2012,192623,229999,Benzín,Manuální,110
Subaru,Forester,2.0,2002,251092,79000,Benzín,Automatická,92
Subaru,Forester,2.0,2014,273483,180000,Benzín,Automatická,110
Subaru,Impreza,1.6,2013,203153,158000,Benzín,Manuální,84
Subaru,Xv,1.6,2014,198000,187000,Benzín,Manuální,84
Subaru,Forester,2.0,2013,220223,139999,Nafta,Manuální,108
Subaru,Impreza,1.5,2009,171719,69999,Benzín,Manuální,79
Subaru,Brz,2.4,2024,12,1042000,Benzín,Manuální,172
Subaru,Impreza,2.0,2020,67100,499900,Benzín,Automatická,110
Subaru,Impreza,2.0,2007,188382,109900,Benzín,Manuální,110
Subaru,Levorg,1.6,2015,167000,329000,Benzín,Automatická,125
Subaru,Impreza,2.0,2018,98742,439000,Benzín,Automatická,115
Subaru,Forester,2.0,2005,188310,139800,Benzín,Manuální,116
Subaru,Forester,2.0,2011,163957,219800,Benzín,Manuální,110
Subaru,Outback,2.5,2013,148157,269900,Benzín,Automatická,123
Subaru,Brz,2.4,2024,12,1030000,Benzín,Manuální,172
Subaru,Forester,2.0,2013,136147,329800,Benzín,Manuální,110
Subaru,Legacy,2.0,2006,182681,99800,Benzín,Automatická,121
Subaru,Xv,2.0,2018,98409,499999,Benzín,Automatická,115
Subaru,Impreza,2.0,2010,225478,59000,Nafta,Manuální,110
Subaru,Forester,2.0,2014,146500,379000,Benzín,Automatická,177
Subaru,Forester,2.0,2015,211515,396000,Benzín,Automatická,177
Subaru,Xv,2.0,2012,251248,179000,Nafta,Manuální,108
Subaru,Tribeca,3.0,2007,181657,166800,Benzín,Automatická,180
Subaru,Outback,2.0,2014,333998,159900,Nafta,Automatická,110
Subaru,Forester,2.0,2013,172950,199000,LPG + benzín,Manuální,110
Subaru,Impreza,2.0,2008,268956,89800,LPG + benzín,Manuální,110
Subaru,Tribeca,3.0,2006,127545,159800,Benzín,Automatická,180
Subaru,Xv,2.0,2013,138200,165000,Nafta,Manuální,108
Subaru,Forester,2.0,2011,201000,139000,Nafta,Manuální,108
Subaru,Levorg,1.6,2016,118546,399000,Benzín,Automatická,125
Subaru,Xv,1.6,2020,84529,459990,Benzín,Automatická,84
Subaru,Outback,2.5,2019,101000,389000,Benzín,Automatická,129
Subaru,Forester,2.0,2015,177300,379000,Benzín,Automatická,177
Subaru,Outback,2.5,2017,178000,390000,Benzín,Automatická,129
Subaru,Xv,1.6,2020,40859,450000,Benzín,Automatická,84
Subaru,Levorg,1.6,2017,153200,380000,Benzín,Automatická,125
Subaru,Impreza,2.0,1996,117890,410000,Benzín,Manuální,155
Subaru,Xv,2.0,2012,268000,109900,Nafta,Manuální,108
Subaru,Legacy,2.0,2012,107000,139999,Benzín,Manuální,109
Subaru,Outback,2.0,2016,233858,289000,Nafta,Automatická,110
Subaru,Outback,3.6,2011,139000,399000,Benzín,Automatická,191
Subaru,Crosstrek,2.0,2024,12,840000,Benzín,Automatická,100
Subaru,Forester,2.0,2014,142544,328000,Benzín,Manuální,110
Subaru,Impreza,1.5,2009,175200,99900,Benzín,Manuální,79
Subaru,Brz,2.0,2015,200264,320000,Benzín,Manuální,147
Subaru,Forester,2.0,2009,164700,119000,Nafta,Manuální,110
Subaru,Forester,2.0,2018,135000,450000,Benzín,Manuální,110
Subaru,Outback,2.5,2018,213555,430000,Benzín,Automatická,129
Subaru,Impreza,2.0,2024,100,842000,Benzín,Automatická,100
Subaru,Wrx Sti,2.5,2008,230394,399000,Benzín,Manuální,221
Subaru,Outback,2.0,2010,340883,40000,Nafta,Manuální,110
Subaru,Forester,2.0,2012,208263,160000,Nafta,Manuální,108
Subaru,Outback,2.0,2015,257638,229000,Nafta,Automatická,110
Subaru,Tribeca,3.6,2009,243000,180000,Benzín,Automatická,190
Subaru,Forester,2.0,2011,243893,60000,Nafta,Manuální,108
Subaru,Xv,2.0,2015,143000,199000,Nafta,Manuální,80
Subaru,Impreza,2.0,2019,69980,439000,Benzín,Automatická,110
Subaru,Outback,2.0,2016,117000,439000,Nafta,Automatická,110
Subaru,Legacy,2.0,2008,201643,89000,Nafta,Manuální,110
Subaru,Outback,2.0,2013,190000,159999,Nafta,Manuální,110
Subaru,Xv,2.0,2013,133322,239900,Benzín,Manuální,110
Subaru,Impreza,2.5,2008,230524,399000,Benzín,Manuální,221
Subaru,Outback,2.5,2012,230000,199000,Benzín,Automatická,123
Subaru,Legacy,3.0,2008,168000,225000,Benzín,Automatická,180
Subaru,Forester,2.0,2014,178636,180000,Nafta,Manuální,108
Subaru,Legacy,2.0,2009,189704,87000,Nafta,Manuální,110
Subaru,Impreza,2.0,2011,224000,80000,Nafta,Manuální,110
Subaru,Impreza,1.6,2016,161300,198000,Benzín,Manuální,84
Subaru,Forester,2.0,2013,124929,189000,Nafta,Manuální,108
Subaru,Impreza,2.0,2007,203985,115000,Benzín,Manuální,110
Subaru,Legacy,2.0,2009,111021,85000,Nafta,Manuální,110
Subaru,Outback,2.5,2015,180700,448800,Benzín,Automatická,129
Subaru,Forester,2.0,2015,129296,425000,Benzín,Automatická,177
Subaru,Outback,2.0,2016,204471,260000,Nafta,Automatická,110
Subaru,Forester,2.5,2008,232000,229000,Benzín,Manuální,169
Subaru,Forester,2.0,2018,147932,409990,Benzín,Manuální,110
Subaru,Outback,3.0,2004,307000,100000,Benzín,Automatická,180
Subaru,Forester,2.0,2013,100650,214900,Nafta,Manuální,108
Subaru,Xv,1.6,2021,119200,498990,Benzín,Automatická,84
Subaru,Outback,2.5,2015,194213,360000,Benzín,Automatická,129
Subaru,Crosstrek,2.0,2025,12,927000,Benzín,Automatická,100
Subaru,Forester,2.0,2006,253906,54900,Benzín,Manuální,116
Subaru,Legacy,2.5,2010,215000,205000,Benzín,Automatická,195
Subaru,Impreza,2.5,2007,112379,499990,Benzín,Manuální,198
Subaru,Forester,2.0,2011,246350,75000,Nafta,Manuální,108
Subaru,Forester,2.0,2013,171851,219000,Nafta,Manuální,108
Subaru,Outback,2.0,2010,184020,110000,Nafta,Manuální,110
Subaru,Xv,1.6,2012,99699,210000,Benzín,Manuální,84
Subaru,Forester,2.0,2011,191813,219999,Benzín,Automatická,110
Subaru,Forester,2.0,2017,146831,329900,Nafta,Automatická,108
Subaru,Impreza,2.5,2009,119000,485000,Benzín,Manuální,221
Subaru,Xv,1.6,2021,41317,480000,Benzín,Automatická,84
Subaru,Xv,2.0,2014,114546,199000,Nafta,Manuální,108
Subaru,Forester,2.0,2009,171772,130000,Nafta,Manuální,108
Subaru,Impreza,1.6,2013,127331,220000,Benzín,Manuální,84
Subaru,Xv,1.6,2021,74007,500000,Benzín,Automatická,84
Subaru,Forester,2.0,2008,170574,175000,Benzín,Automatická,110
Subaru,Legacy,2.0,2010,239900,119000,Benzín,Automatická,110
Subaru,Forester,2.0,2012,140200,249000,Benzín,Manuální,110
Subaru,Impreza,1.5,2008,265197,65000,Benzín,Manuální,79
Subaru,Forester,2.0,2012,199810,149900,Nafta,Manuální,108
Subaru,Xv,2.0,2013,206000,155800,Nafta,Manuální,108
Subaru,Legacy,2.0,2012,149948,109900,Nafta,Manuální,110
Subaru,Forester,2.0,2011,301955,99900,Nafta,Manuální,108
Subaru,Forester,2.0,2018,193275,450000,Benzín,Automatická,177
Subaru,Outback,2.0,2008,244000,89000,Nafta,Manuální,110
Subaru,Forester,2.0,2016,246421,230000,Nafta,Automatická,108
Subaru,Baja,2.5,2003,135560,229900,LPG + benzín,Automatická,123
Subaru,Outback,2.0,2015,295000,199000,Nafta,Automatická,110
Subaru,Outback,2.0,2010,201930,109900,Nafta,Manuální,110
Subaru,Legacy,2.0,2009,201000,89900,Nafta,Manuální,110
Subaru,Forester,2.0,2015,99032,389000,Benzín,Automatická,110
Subaru,Outback,2.5,2012,240227,200000,Benzín,Automatická,123
Subaru,Outback,2.5,2025,200,1182000,Benzín,Automatická,124
Subaru,Forester,2.0,2015,183350,219900,Nafta,Automatická,108
Subaru,Forester,2.0,2012,71055,299000,Benzín,Manuální,110
Subaru,Outback,2.5,2015,180039,279900,CNG + benzín,Automatická,127
Subaru,Xv,1.6,2019,48000,485000,Benzín,Automatická,84
Subaru,Impreza,1.6,2013,151445,199000,Benzín,Manuální,84
Subaru,Forester,2.0,2017,126800,489000,Benzín,Automatická,177
Subaru,Impreza,1.6,2018,98999,350000,Benzín,Automatická,84
Subaru,Xv,2.0,2016,166857,355000,Benzín,Manuální,110
Subaru,Tribeca,3.0,2007,177472,100000,Benzín,Automatická,180
Subaru,Impreza,1.6,2013,119209,179999,Benzín,Manuální,84
Subaru,Impreza,1.5,2008,195026,92000,Benzín,Manuální,79
Subaru,Forester,2.0,2015,254000,245000,Benzín,Automatická,110
Subaru,Justy,1.3,2005,124000,69000,Benzín,Manuální,69
Subaru,Xv,2.0,2021,212906,484000,Hybridní,Automatická,110
Subaru,Forester,2.0,2014,235218,240000,Benzín,Manuální,110
Subaru,Legacy,2.0,2008,161800,79000,Benzín,Manuální,121
Subaru,Xv,1.6,2013,147038,249000,Benzín,Manuální,84
Subaru,Legacy,2.5,2004,218913,94000,Benzín,Automatická,121
Subaru,Outback,3.0,2007,256589,219000,Benzín,Automatická,180
Subaru,Forester,2.0,2012,272630,129900,Nafta,Manuální,108
Subaru,Xv,2.0,2012,57038,355000,Benzín,Automatická,110
Subaru,Outback,2.0,2017,259900,198000,Nafta,Automatická,110
Subaru,Impreza,1.6,2012,174509,157000,Benzín,Manuální,84
Subaru,Brz,2.0,2013,163306,340000,Benzín,Manuální,147
Subaru,Forester,2.0,2013,239900,279900,Benzín,Automatická,110
Subaru,Xv,2.0,2013,145656,284900,Benzín,Manuální,110
Subaru,Impreza,1.6,2017,161408,229000,Benzín,Automatická,84
Subaru,Outback,2.5,2024,11,1302000,Benzín,Automatická,124
Subaru,Xv,2.0,2017,169124,330000,Benzín,Automatická,110
Subaru,Forester,2.0,2014,252000,158000,Nafta,Manuální,108
Subaru,Xv,2.0,2012,146467,279900,Benzín,Manuální,110
Subaru,Legacy,2.0,2004,210000,49999,Benzín,Manuální,101
Subaru,Impreza,1.5,2008,173880,77500,Benzín,Manuální,79
Subaru,Outback,2.5,2018,181393,474900,Benzín,Automatická,129
Subaru,Impreza,1.5,2008,105327,129900,Benzín,Manuální,79
Subaru,Outback,2.5,2017,186100,440000,Benzín,Automatická,129
Subaru,Xv,2.0,2013,102235,289000,Benzín,Automatická,110
Subaru,Xv,1.6,2015,136346,279900,Benzín,Automatická,84
Subaru,Forester,2.0,2011,216642,89000,Nafta,Manuální,108
Subaru,Justy,1.0,2009,141481,52000,Benzín,Manuální,51
Subaru,Impreza,2.0,2008,145489,184900,Benzín,Manuální,110
Subaru,Forester,2.5,2010,120341,244900,Benzín,Manuální,126
Subaru,Forester,2.0,2013,165000,285000,Benzín,Manuální,110
Subaru,Xv,2.0,2013,122033,299900,Benzín,Manuální,110
Subaru,Trezia,1.4,2011,107004,135000,Nafta,Automatická,66
Subaru,Legacy,2.0,2007,232143,79000,Benzín,Automatická,121
Subaru,Impreza,1.5,2009,135451,134900,Benzín,Manuální,79
Subaru,Xv,2.0,2012,114051,294900,Benzín,Manuální,110
Subaru,Forester,2.0,2009,127910,119900,Nafta,Manuální,108
Subaru,Legacy,2.0,2009,161495,229900,Benzín,Manuální,110
Subaru,Forester,2.0,2005,159311,169900,Benzín,Manuální,116
Subaru,Justy,1.3,2003,145490,69900,Benzín,Manuální,66
Subaru,Impreza,2.0,2011,251000,88000,Nafta,Manuální,110
Subaru,Outback,2.0,2014,274500,139900,Nafta,Manuální,110
Subaru,Justy,1.3,2005,118200,64990,Benzín,Manuální,66
Subaru,Wrx Sti,2.0,2017,160000,399000,Benzín,Automatická,200
Subaru,Forester,2.0,2004,199000,85000,Benzín,Manuální,92
