Značka,Model,Objem (l),Rok,Najeté km,Cena,Palivo,Převodovka,Výkon (kW)
Hyundai,Ix35,2.0,2010,261154,140000,nafta,manual,135
Hyundai,I40,1.7,2017,86671,305000,nafta,manual,104
Hyundai,I30,1.6,2016,122794,220000,benzín,manual,99
Hyundai,Ix20,1.6,2012,80876,140000,benzín,manual,92
Hyundai,Santa,2.2,2006,265878,100000,nafta,manual,110
Hyundai,Santa,2.2,2014,174859,330000,nafta,manual,145
Hyundai,Tucson,1.7,2015,223439,250000,nafta,manual,85
Hyundai,I30,1.6,2013,187794,140000,benzín,manual,88
Hyundai,Santa,2.2,2014,140052,350000,nafta,manual,145
Hyundai,I30,1.4,2019,90569,310000,benzín,manual,103
Hyundai,I30,1.6,2016,71233,239000,benzín,manual,88
Hyundai,Tucson,1.7,2017,136338,320000,nafta,manual,85
Hyundai,Ix35,2.0,2010,169570,200000,nafta,manual,100
Hyundai,Santa,2.2,2006,214706,130000,nafta,automat,110
Hyundai,Ix35,2.0,2010,143141,186000,LPG + benzín,manual,120
Hyundai,Tucson,2.0,2018,105271,455000,nafta,automat,136
Hyundai,Tucson,1.6,2022,48398,520000,benzín,manual,110
Hyundai,I30,2.0,2019,61206,590000,benzín,manual,202
Hyundai,Tucson,1.6,2022,36180,559000,nafta,manual,85
Hyundai,Tucson,2.0,2019,56225,520000,nafta,automat,136
Hyundai,Tucson,1.6,2022,28577,530000,benzín,manual,110
Hyundai,Kona,1.6,2023,19567,538000,benzín,automat,145
Hyundai,Santa,1.6,2023,11790,960000,benzín,automat,132
Kia,Sportage,1.6,2016,152626,319000,benzín,manual,97
Kia,Ceed,1.6,2013,147880,170000,benzín,manual,99
Kia,Sportage,2.0,2014,122713,260000,nafta,automat,135
Kia,Sportage,2.0,2013,130776,260000,nafta,manual,100
Kia,Ceed,1.6,2014,127292,175000,nafta,manual,94
Kia,Sportage,1.7,2012,140450,250000,nafta,manual,85
Kia,Ceed,1.0,2019,101551,233000,benzín,manual,88
Kia,Ceed,1.5,2024,27420,430000,benzín,manual,117
Kia,Sportage,2.0,2015,113504,323000,nafta,automat,100
Kia,Ceed,1.4,2018,43583,250000,benzín,manual,74
Kia,Sportage,1.6,2022,160875,435000,nafta,manual,100
Kia,Rio,1.2,2021,28525,290000,benzín,manual,62
Kia,Sportage,1.6,2019,132201,409000,nafta,automat,100
Kia,Soul,1.6,2016,121815,232000,nafta,automat,100
Kia,Stonic,1.0,2018,63756,290000,benzín,manual,88
Kia,Ceed,1.6,2017,36276,305000,benzín,automat,99
Kia,Niro,1.6,2020,81901,440000,benzín,automat,77
Kia,Sportage,1.6,2018,36741,419000,benzín,manual,97
Kia,Stonic,1.2,2018,16222,310000,benzín,manual,62
Kia,Ceed,1.6,2020,191245,260000,nafta,automat,100
Kia,Rio,1.4,2019,81076,270000,benzín,automat,73
Kia,Ceed,1.6,2013,71401,230000,benzín,automat,99
Kia,Sportage,1.6,2019,99399,409000,nafta,automat,100
Kia,Ceed,1.4,2019,63942,319000,benzín,manual,103
Kia,Sportage,2.0,2016,56383,405000,nafta,automat,136
Kia,Ceed,1.5,2023,26449,430000,benzín,manual,118
Kia,Carens,1.7,2017,71507,250000,nafta,manual,104
Kia,Sportage,1.6,2016,110836,295000,benzín,manual,99
Kia,Ceed,1.4,2015,26680,240000,benzín,manual,73
Kia,Carens,1.6,2016,177586,160000,LPG + benzín,manual,99
Kia,Sportage,2.0,2011,155348,255000,benzín,automat,120
Kia,Sorento,2.2,2015,142889,405000,nafta,automat,147
Kia,Sportage,1.6,2016,106565,315000,benzín,manual,97
Kia,Stonic,1.0,2018,76611,285000,benzín,manual,88
Kia,Carens,1.6,2014,143924,150000,benzín,manual,99
Kia,Sportage,2.0,2015,126268,305000,benzín,manual,122
Kia,Ceed,1.5,2021,84669,430000,benzín,manual,118
Kia,Rio,1.2,2017,65211,230000,benzín,manual,61
Kia,Rio,1.0,2017,120285,230000,benzín,manual,88
Kia,Carens,2.0,2007,161624,62000,benzín,manual,106
Kia,Ceed,1.6,2020,2147816,230000,nafta,manual,100
Kia,Sorento,2.2,2011,143894,250000,nafta,automat,145
Kia,Sportage,1.6,2018,69929,405000,benzín,manual,97
Kia,Ceed,1.4,2015,136804,99000,nafta,manual,66
Kia,Ceed,1.6,2016,56500,210000,benzín,manual,99
Kia,Ceed,1.4,2011,174087,72000,benzín,manual,66
Kia,Sportage,2.0,2016,126467,360000,nafta,manual,136
Kia,Sportage,1.6,2014,137926,269000,benzín,manual,99
Kia,Sportage,2.0,2013,80288,270000,nafta,manual,100
Kia,Ceed,1.4,2013,162796,119000,benzín,manual,73
Kia,Rio,1.2,2012,96610,90000,benzín,manual,62
Kia,Ceed,1.4,2018,160804,182000,benzín,manual,73
Kia,Sportage,1.6,2014,140700,269000,benzín,manual,99
Kia,Ceed,1.6,2014,142755,180000,nafta,manual,81
Kia,Ceed,1.6,2015,49627,230000,benzín,manual,99
Kia,Carens,2.0,2008,167598,60000,nafta,manual,84
Kia,Sportage,1.6,2019,59551,455000,benzín,automat,130
Kia,Ceed,1.4,2013,102317,180000,benzín,manual,73
Kia,Sportage,1.7,2013,228881,180000,nafta,manual,85
Kia,Ceed,1.4,2017,106905,180000,benzín,manual,73
Kia,Sportage,2.0,2008,182189,105000,benzín,manual,104
Kia,Soul,1.6,2009,138652,108000,benzín,manual,93
Kia,Rio,1.4,2008,203569,32000,benzín,manual,71
Kia,Ceed,1.6,2013,107155,210000,benzín,manual,99
Kia,Optima,1.7,2013,148307,210000,nafta,automat,100
Kia,Carens,1.7,2015,112420,255000,nafta,manual,100
Kia,Ceed,1.6,2018,111024,189000,nafta,manual,100
Kia,Carens,2.0,2007,144368,70000,benzín,manual,106
Kia,Soul,1.6,2016,91185,209000,nafta,manual,100
Kia,Sportage,1.6,2018,98468,399000,benzín,automat,130
Kia,Ceed,1.4,2015,57729,220000,benzín,manual,73
Kia,Ceed,1.6,2015,128446,210000,LPG + benzín,manual,99
Kia,Sportage,1.7,2017,106351,348000,nafta,manual,85
Kia,Ceed,1.4,2018,148420,229000,benzín,manual,73
Kia,Carens,2.0,2007,197407,65000,nafta,manual,103
Kia,Ceed,1.4,2016,89950,189000,benzín,manual,73
Kia,Ceed,1.6,2009,194049,65000,nafta,manual,84
Kia,Ceed,1.4,2009,233816,55000,benzín,manual,77
Kia,Sportage,1.6,2018,189069,360000,benzín,automat,130
Kia,Ceed,1.6,2013,344006,80000,nafta,manual,94
Kia,Sportage,1.6,2018,89351,350000,benzín,manual,130
Kia,Ceed,1.6,2009,190985,59000,nafta,manual,85
Kia,XCeed,1.6,2020,45442,455000,benzín,automat,150
Kia,Sportage,2.0,2012,177048,215000,nafta,manual,100
Kia,Optima,1.6,2020,167165,350000,nafta,automat,100
Kia,Ceed,1.6,2007,190486,69000,benzín,manual,89
Kia,Picanto,1.2,2012,77108,140000,benzín,manual,63
Kia,Ceed,1.6,2015,131334,185000,benzín,manual,99
Kia,Ceed,1.6,2014,131788,270000,benzín,manual,150
Kia,Ceed,1.6,2012,196838,130000,nafta,manual,94
Kia,Ceed,1.6,2008,154930,100000,nafta,manual,85
Kia,Sportage,2.0,2018,175087,340000,nafta,manual,136
Kia,Ceed,1.6,2013,137821,193000,benzín,manual,99
Kia,Sorento,2.5,2009,199398,135000,nafta,manual,125
Kia,Soul,1.6,2012,254301,64700,benzín,manual,93
Kia,Ceed,1.6,2008,122156,100000,benzín,manual,89
Kia,Stonic,1.2,2023,14880,350000,benzín,manual,62
Kia,Optima,1.7,2016,87213,349000,nafta,automat,104
Kia,Ceed,1.6,2012,152691,100000,benzín,automat,91
Kia,Sportage,1.6,2019,64208,420000,benzín,manual,130
Kia,Sportage,1.7,2014,203026,180000,nafta,manual,85
Kia,Sportage,2.0,2010,250111,133000,nafta,manual,100
Kia,Ceed,1.6,2011,217215,75000,nafta,manual,85
Kia,Rio,1.2,2019,140979,200000,benzín,manual,62
Kia,Sportage,2.0,2019,139297,455000,nafta,automat,136
Kia,Rio,1.2,2019,134395,200000,benzín,manual,62
Kia,Ceed,1.4,2019,42723,360000,benzín,manual,103
Kia,Soul,1.6,2012,177906,99000,benzín,manual,93
Kia,Ceed,1.5,2022,58734,425000,benzín,manual,118
Kia,Ceed,1.4,2020,68780,270000,benzín,manual,73
Kia,Sportage,2.7,2005,80874,145000,benzín,automat,129
Kia,Ceed,1.6,2014,74727,210000,benzín,manual,99
Kia,Proceed,1.6,2021,74092,500000,benzín,automat,150
Kia,Ceed,1.5,2022,92293,360000,benzín,manual,117
Kia,Venga,1.6,2013,121149,175000,benzín,manual,92
Kia,Ceed,1.4,2010,71776,100000,benzín,manual,66
Kia,Sportage,1.7,2014,129505,235000,nafta,manual,85
Kia,Ceed,1.4,2009,195515,49000,benzín,manual,80
Kia,Picanto,1.0,2007,70651,35000,benzín,manual,45
Kia,Sportage,1.6,2014,135235,260000,benzín,manual,99
Kia,Picanto,1.0,2012,32460,130000,benzín,manual,50
Kia,Ceed,1.5,2024,13794,440000,benzín,manual,117
Kia,Ceed,1.5,2024,18109,460000,benzín,automat,118
Kia,Picanto,1.0,2015,77660,120000,benzín,manual,49
Kia,Sportage,1.6,2019,93225,450000,nafta,manual,100
Kia,Sorento,2.2,2016,147121,409000,nafta,automat,147
Kia,Sportage,1.6,2020,72172,380000,benzín,manual,97
Kia,Ceed,1.5,2023,63475,399000,benzín,manual,118
Kia,Rio,1.4,2018,113735,210000,benzín,manual,73
Kia,Venga,1.4,2011,110594,120000,LPG + benzín,manual,66
Kia,Ceed,1.5,2022,87811,380000,benzín,manual,118
Kia,Sportage,1.7,2016,152830,315000,nafta,manual,85
Kia,Ceed,1.6,2018,121724,200000,benzín,manual,99
Peugeot,3008,2.0,2017,220224,280000,nafta,manual,110
Peugeot,308,1.6,2016,124571,150000,nafta,manual,88
Peugeot,2008,1.2,2016,88025,230000,benzín,manual,96
Peugeot,5008,1.6,2014,121064,219000,nafta,manual,84
Peugeot,2008,1.2,2024,4852,420000,benzín,manual,74
Peugeot,308,1.2,2019,126998,230000,benzín,manual,81
Peugeot,5008,1.2,2017,98261,420000,benzín,manual,96
Peugeot,3008,1.6,2013,172243,155000,nafta,manual,84
Peugeot,208,1.2,2018,70284,245000,benzín,manual,81
Peugeot,308,1.5,2019,111200,260000,nafta,manual,90
Peugeot,508,2.2,2014,132555,258000,nafta,automat,150
Peugeot,3008,1.5,2019,97958,445000,nafta,automat,96
Peugeot,308,2.0,2016,181018,219000,nafta,manual,110
Peugeot,508,2.0,2016,202325,240000,nafta,automat,133
Peugeot,Boxer,2.0,2018,152997,302500,nafta,manual,96
Peugeot,208,1.2,2019,71773,280000,benzín,manual,75
Peugeot,Rifter,1.5,2019,149809,305000,nafta,manual,75
Peugeot,208,1.6,2016,146325,150000,nafta,manual,73
Peugeot,Boxer,2.2,2021,105535,429600,nafta,manual,103
Peugeot,308,1.2,2016,47705,229000,benzín,manual,81
Peugeot,308,2.0,2017,159348,252000,nafta,automat,110
Peugeot,308,1.5,2018,111099,269000,nafta,manual,96
Peugeot,5008,1.2,2017,77785,410000,benzín,manual,96
Peugeot,308,2.0,2016,161150,255000,nafta,automat,133
Peugeot,2008,1.2,2018,85314,240000,benzín,manual,60
Peugeot,5008,2.0,2011,166190,150000,nafta,manual,110
Peugeot,3008,2.0,2017,97998,420000,nafta,manual,110
Peugeot,2008,1.2,2017,114031,210000,benzín,manual,81
Peugeot,5008,1.5,2018,159894,425000,nafta,automat,96
Peugeot,308,1.2,2015,91344,210000,benzín,manual,96
Peugeot,2008,1.2,2021,53556,405000,benzín,manual,96
Peugeot,Boxer,2.2,2021,112520,426000,nafta,manual,103
Peugeot,Boxer,2.2,2012,105652,269000,nafta,manual,96
Peugeot,5008,1.6,2015,137000,150000,nafta,manual,88
Peugeot,4008,1.6,2014,160750,230000,nafta,manual,84
Peugeot,2008,1.2,2019,31565,300000,benzín,manual,96
Peugeot,308,1.5,2019,34995,299000,nafta,manual,96
Peugeot,2008,1.6,2016,84914,240000,nafta,manual,73
Peugeot,308,1.5,2022,109195,425000,nafta,manual,96
Peugeot,Expert,2.0,2012,243561,260000,nafta,manual,120
Peugeot,508,2.0,2016,137407,240000,nafta,manual,110
Peugeot,3008,1.6,2014,141038,220000,nafta,manual,84
Peugeot,308,1.2,2016,77701,210000,benzín,automat,96
Peugeot,2008,1.2,2016,77501,240000,benzín,automat,81
Peugeot,3008,2.0,2014,135404,160000,nafta,manual,110
Peugeot,2008,1.2,2020,37700,425000,benzín,manual,96
Peugeot,3008,2.0,2018,195830,299000,nafta,manual,110
Peugeot,2008,1.2,2016,58540,229000,benzín,automat,81
Peugeot,5008,1.6,2011,261578,84000,nafta,manual,82
Peugeot,4007,2.2,2008,141898,150000,nafta,manual,115
Peugeot,Boxer,2.2,2020,113321,401800,nafta,manual,103
Peugeot,5008,1.6,2016,80754,210000,nafta,manual,88
Peugeot,3008,1.6,2012,90987,150000,benzín,manual,88
Peugeot,308,1.5,2021,63670,294000,nafta,manual,96
Peugeot,308,1.6,2016,84441,250000,nafta,manual,88
Peugeot,208,1.2,2019,54754,250000,benzín,manual,81
Peugeot,2008,1.2,2019,84048,265000,benzín,automat,81
Peugeot,807,2.0,2013,126717,225000,nafta,manual,100
Peugeot,308,1.2,2015,98075,240000,benzín,automat,96
Peugeot,308,1.5,2019,97588,250000,nafta,manual,96
Peugeot,308,1.2,2019,128946,190000,benzín,manual,96
Peugeot,308,1.5,2019,139379,208000,nafta,manual,75
Peugeot,2008,1.2,2018,88212,260000,benzín,automat,81
Peugeot,308,1.5,2019,94814,260000,nafta,manual,75
Peugeot,5008,1.6,2010,214464,104000,nafta,manual,80
Peugeot,508,1.6,2015,167371,170000,nafta,manual,88
Peugeot,308,1.2,2020,10872,289000,benzín,manual,81
Peugeot,5008,1.6,2016,193522,135000,nafta,manual,88
Peugeot,3008,1.6,2014,151488,179000,nafta,manual,84
Peugeot,206,1.4,2010,119955,59000,benzín,manual,55
Peugeot,3008,1.5,2018,67272,385000,nafta,automat,96
Peugeot,308,1.2,2014,114946,180000,benzín,automat,96
Peugeot,508,2.0,2016,200475,205000,nafta,automat,133
Peugeot,Expert,1.6,2017,174292,196100,nafta,manual,66
Peugeot,2008,1.2,2016,86948,185000,benzín,manual,60
Peugeot,508,2.0,2015,222278,210000,nafta,automat,133
Peugeot,3008,1.6,2012,153188,134000,benzín,manual,88
Peugeot,5008,2.0,2016,182136,200000,nafta,manual,110
Peugeot,Boxer,2.0,2019,89900,399300,nafta,manual,96
Peugeot,308,1.6,2009,117800,80000,benzín,manual,88
Peugeot,308,1.6,2010,209889,77000,nafta,manual,82
Peugeot,207,1.4,2006,160331,58000,benzín,manual,65
Peugeot,308,1.6,2012,178229,82000,nafta,manual,82
Peugeot,Boxer,2.2,2020,217205,250000,nafta,manual,103
Peugeot,Boxer,2.2,2021,209677,381200,nafta,manual,121
Peugeot,206,1.1,2009,118640,54000,benzín,manual,44
Peugeot,308,1.6,2012,186076,68000,nafta,manual,68
Peugeot,2008,1.6,2017,135382,175000,nafta,manual,73
Peugeot,4008,1.6,2013,132846,200000,nafta,manual,84
Peugeot,3008,1.6,2015,169647,180000,nafta,manual,88
Peugeot,Boxer,2.2,2021,75728,459800,nafta,manual,103
Peugeot,508,2.0,2017,76420,360000,nafta,automat,133
Peugeot,407,1.6,2008,153510,60000,nafta,manual,80
Peugeot,3008,1.2,2017,98500,340000,benzín,manual,96
Peugeot,301,1.2,2014,134943,115000,benzín,manual,53
Peugeot,308,1.5,2019,73366,270000,nafta,manual,96
Peugeot,2008,1.2,2013,65137,158000,benzín,manual,60
Peugeot,407,2.0,2008,233420,54000,nafta,manual,100
Peugeot,307,1.4,2006,165574,49000,benzín,manual,65
Peugeot,208,1.0,2016,38993,125000,benzín,manual,50
Peugeot,207,1.6,2010,149294,84000,benzín,manual,88
Peugeot,Boxer,2.2,2021,191450,290400,nafta,manual,88
Peugeot,Rifter,1.5,2021,74120,369100,nafta,manual,75
Peugeot,2008,1.6,2014,92592,190000,benzín,manual,88
Peugeot,3008,1.6,2014,223404,135000,nafta,automat,84
Peugeot,308,1.2,2019,27801,335000,benzín,automat,96
Peugeot,3008,1.6,2014,175511,185000,nafta,automat,84
Peugeot,308,1.6,2016,120303,180000,nafta,manual,88
Peugeot,2008,1.2,2017,55013,199000,benzín,manual,60
Peugeot,Boxer,2.0,2018,187507,314600,nafta,manual,96
Peugeot,Expert,2.0,2008,279371,100000,nafta,manual,88
Peugeot,5008,1.6,2016,192962,190000,nafta,automat,88
Peugeot,3008,1.6,2014,145801,200000,nafta,manual,84
Peugeot,208,1.2,2016,38172,163000,benzín,manual,60
Peugeot,207,1.6,2007,72054,90000,benzín,manual,88
Peugeot,206,1.4,2006,148114,35000,benzín,manual,55
Peugeot,508,1.5,2020,144240,370000,nafta,automat,96
Peugeot,5008,1.6,2011,179548,139000,nafta,manual,82
Peugeot,2008,1.6,2014,167529,173000,nafta,manual,84
Peugeot,206,1.4,2010,145440,53000,benzín,manual,55
Peugeot,308,1.6,2012,113961,120000,nafta,manual,82
Peugeot,208,1.2,2014,98794,140000,benzín,manual,60
Peugeot,206,1.4,2005,169211,43000,benzín,manual,65
Peugeot,Boxer,2.2,2020,141593,361800,nafta,manual,103
Peugeot,5008,1.5,2019,143312,465000,nafta,automat,96
Peugeot,208,1.2,2017,22636,210000,benzín,manual,60
Peugeot,208,1.2,2018,96474,200000,benzín,manual,81
Peugeot,5008,1.5,2020,66004,490000,nafta,manual,96
Peugeot,107,1.0,2009,113091,42000,benzín,manual,50
Peugeot,5008,1.6,2010,183379,103000,nafta,manual,80
Peugeot,308,1.6,2015,214164,104000,nafta,manual,88
Peugeot,2008,1.2,2018,115183,200000,benzín,manual,60
Renault,Scénic,1.3,2018,127641,319000,benzín,automat,103
Renault,Kadjar,1.2,2016,78359,240000,benzín,manual,96
Renault,Captur,1.2,2018,58260,280000,benzín,automat,87
Renault,Kadjar,1.5,2018,145507,305000,nafta,automat,81
Renault,Trafic,2.5,2010,269384,280000,nafta,manual,107
Renault,Laguna,2.0,2012,127711,155000,benzín,manual,103
Renault,Captur,1.3,2020,29021,425000,benzín,manual,96
Renault,Kadjar,1.6,2015,152725,250000,nafta,manual,96
Renault,Scénic,1.6,2018,214712,250000,nafta,manual,96
Renault,Kangoo,1.5,2020,112757,251200,nafta,manual,70
Renault,Kangoo,1.5,2020,106844,246100,nafta,manual,70
Renault,Mégane,1.6,2017,84356,385000,benzín,automat,151
Renault,Scénic,1.6,2017,165780,250000,nafta,manual,96
Renault,Grand,1.6,2017,138475,300000,nafta,manual,96
Renault,Kadjar,1.3,2021,62682,410000,benzín,automat,103
Renault,Koleos,2.0,2018,149591,385000,nafta,manual,130
Renault,Kadjar,1.6,2018,93698,325000,nafta,manual,96
Renault,Scénic,1.5,2014,175028,150000,nafta,automat,81
Renault,Scénic,1.5,2013,122711,153000,nafta,manual,81
Renault,Express,1.5,2021,87511,290400,nafta,manual,55
Renault,Mégane,1.5,2020,187571,236000,nafta,manual,85
Renault,Kangoo,1.5,2019,123912,249300,nafta,manual,66
Renault,Scénic,1.2,2017,111220,250000,benzín,manual,97
Renault,Mégane,1.5,2020,158613,249000,nafta,manual,85
Renault,Scénic,1.7,2019,180933,250000,nafta,manual,88
Renault,Captur,1.3,2020,39647,410000,benzín,manual,96
Renault,Grand,1.8,2020,161884,315000,nafta,automat,88
Renault,Mégane,1.2,2018,61040,270000,benzín,manual,97
Renault,Mégane,1.5,2018,154241,239000,nafta,manual,85
Renault,Mégane,1.5,2019,82666,300000,nafta,manual,85
Renault,Kadjar,1.3,2019,43572,388000,benzín,manual,103
Renault,Mégane,1.3,2019,102698,270000,benzín,automat,103
Renault,Kadjar,1.6,2017,122629,317000,nafta,manual,96
Renault,Koleos,1.6,2018,135241,375000,nafta,manual,96
Renault,Koleos,2.0,2017,177070,385000,nafta,automat,130
Renault,Espace,1.6,2015,91388,379000,benzín,automat,147
Renault,Koleos,2.0,2012,177790,150000,nafta,manual,110
Renault,Mégane,1.2,2014,100155,150000,benzín,manual,85
Renault,Grand,1.5,2011,213997,90000,nafta,manual,81
Renault,Espace,1.6,2017,83103,365000,nafta,automat,118
Renault,Clio,1.6,2014,106542,220000,benzín,automat,147
Renault,Scénic,1.9,2010,163300,79000,nafta,manual,96
Renault,Kangoo,1.5,2019,92197,248100,nafta,manual,66
Renault,Mégane,1.3,2020,69561,289000,benzín,manual,85
Renault,Trafic,1.6,2019,124953,284400,nafta,manual,70
Renault,Scénic,1.5,2012,165351,118000,nafta,manual,81
Renault,Captur,1.0,2021,24939,370000,benzín,manual,67
Renault,Mégane,1.3,2019,60297,250000,benzín,manual,85
Renault,Scénic,1.2,2014,45058,195000,benzín,manual,97
Renault,Scénic,1.6,2016,149634,269000,nafta,manual,96
Renault,Clio,1.0,2020,37929,305000,benzín,manual,74
Renault,Clio,1.1,2016,54816,160000,benzín,manual,54
Renault,Kadjar,1.6,2016,157008,265000,nafta,manual,96
Renault,Fluence,1.6,2011,156201,99000,LPG + benzín,manual,81
Renault,Trafic,1.6,2019,143450,308600,nafta,manual,89
Renault,Captur,0.9,2017,93091,232000,benzín,manual,66
Renault,Mégane,1.6,2017,136370,250000,nafta,manual,96
Renault,Mégane,1.2,2016,113346,130000,benzín,manual,85
Renault,Mégane,1.2,2016,146245,200000,benzín,manual,97
Renault,Mégane,1.2,2015,118810,165000,benzín,manual,85
Renault,Clio,1.2,2018,61225,170000,benzín,manual,54
Renault,Scénic,1.6,2016,160007,160000,nafta,manual,96
Renault,Mégane,1.5,2015,165949,130000,nafta,manual,81
Renault,Fluence,1.5,2011,175088,88000,nafta,manual,81
Renault,Scénic,1.5,2011,180200,118000,nafta,automat,81
Renault,Grand,2.0,2010,179350,120000,nafta,manual,118
Renault,Scénic,1.2,2017,150271,255000,benzín,manual,97
Renault,Scénic,1.5,2016,141731,170000,nafta,manual,81
Renault,Latitude,2.0,2011,149918,115000,nafta,manual,110
Renault,Mégane,1.3,2018,122788,206000,benzín,manual,103
Renault,Scénic,1.5,2014,158694,180000,nafta,manual,81
Renault,Scénic,1.6,2012,200656,99000,nafta,manual,96
Renault,Talisman,1.6,2016,64456,343000,benzín,automat,110
Renault,Mégane,1.6,2010,139172,75000,benzín,manual,81
Renault,Mégane,1.5,2013,123091,138000,nafta,manual,81
Renault,Kadjar,1.2,2017,83133,255000,benzín,manual,96
Renault,Kadjar,1.5,2016,203790,220000,nafta,automat,81
Renault,Fluence,1.6,2015,46311,157000,benzín,manual,82
Renault,Mégane,1.2,2013,110218,115000,benzín,manual,85
Renault,Scénic,1.2,2014,103097,190000,benzín,manual,97
Renault,Mégane,1.2,2015,89647,175000,benzín,manual,85
Renault,Scénic,1.9,2006,214742,45000,nafta,manual,96
Renault,Kangoo,1.5,2020,142625,217800,nafta,manual,70
Renault,Kadjar,1.2,2016,169785,214000,benzín,manual,96
Renault,Laguna,2.0,2011,239350,89000,nafta,manual,96
Renault,Scénic,1.5,2009,299800,55000,nafta,manual,78
Renault,Laguna,2.0,2008,187336,63000,nafta,manual,110
Renault,Fluence,1.6,2010,147664,74000,benzín,manual,81
Renault,Scénic,1.6,2013,302160,59000,nafta,manual,96
Renault,Clio,1.2,2009,100558,40000,benzín,manual,55
Renault,Clio,1.0,2022,24672,335000,benzín,manual,67
Renault,Mégane,1.5,2016,93500,220000,nafta,manual,81
Renault,Mégane,1.6,2016,131936,355000,benzín,automat,151
Renault,Koleos,2.0,2009,171231,128000,nafta,manual,127
Renault,Clio,1.0,2022,26227,335000,benzín,manual,67
Renault,Mégane,1.2,2013,145152,108000,benzín,manual,85
Renault,Laguna,1.9,2002,155909,45000,nafta,manual,88
Renault,Scénic,1.6,2018,125862,335000,nafta,automat,118
Renault,Scénic,1.6,2013,168312,166000,nafta,manual,96
Renault,Clio,1.2,2018,45039,200000,benzín,manual,54
Renault,Trafic,2.0,2020,55374,441700,nafta,manual,88
Renault,Thalia,1.4,2003,97599,32000,benzín,manual,55
Renault,Mégane,1.6,2008,236897,40000,benzín,manual,82
Renault,Clio,1.2,2018,75043,180000,benzín,manual,54
Renault,Mégane,1.9,2011,157975,132000,nafta,manual,96
Renault,Mégane,1.3,2020,33353,335000,benzín,manual,103
Renault,Laguna,2.0,2014,154050,165000,nafta,manual,96
Renault,Thalia,1.4,2005,103505,42000,benzín,manual,72
Renault,Scénic,1.5,2011,202499,114000,nafta,automat,81
Renault,Scénic,2.0,2004,210014,44000,benzín,manual,99
Renault,Clio,0.9,2013,114458,145000,benzín,manual,66
Renault,Mégane,1.5,2019,122422,240000,nafta,manual,66
Renault,Mégane,1.6,2007,207308,42000,benzín,manual,82
Renault,Talisman,1.6,2016,220962,230000,nafta,automat,118
Renault,Fluence,1.5,2014,237749,93000,nafta,manual,81
Renault,Captur,0.9,2019,45028,260000,benzín,manual,66
Renault,Captur,1.2,2014,123153,180000,benzín,automat,88
Renault,Scénic,1.6,2013,177104,158000,nafta,manual,96
Renault,Espace,2.0,2012,175590,144000,nafta,manual,110
Renault,Mégane,1.3,2024,2504,445000,benzín,manual,103
Renault,Captur,1.3,2019,108982,290000,benzín,manual,96
Renault,Fluence,1.6,2010,47806,120000,benzín,manual,81
Renault,Mégane,1.5,2017,179683,172000,nafta,manual,66
Renault,Mégane,1.5,2013,218342,90000,nafta,manual,66
Renault,Laguna,2.0,2011,269860,130000,nafta,manual,131
Renault,Scénic,1.6,2013,162445,160000,nafta,manual,96
Renault,Mégane,1.9,2005,159608,39000,nafta,manual,88
Renault,Koleos,2.0,2011,160614,109000,nafta,manual,110
Renault,Grand,1.5,2011,218529,110000,nafta,automat,81
Renault,Koleos,2.0,2014,120460,260000,nafta,automat,127
Renault,Mégane,2.0,2010,236910,70000,nafta,manual,118
Renault,Scénic,1.6,2010,220089,100000,benzín,manual,81
Renault,Clio,1.2,2007,175780,44000,benzín,manual,48
Mazda,2,1.5,2019,56649,320000,benzín,manual,66
Mazda,2,1.5,2018,43673,265000,benzín,manual,66
Mazda,CX-3,2.0,2018,66787,375000,benzín,manual,88
Mazda,6,2.0,2014,154801,282000,benzín,manual,121
Mazda,CX-3,2.0,2016,101700,290000,benzín,manual,88
Mazda,CX-5,2.0,2012,135352,309000,benzín,manual,118
Mazda,CX-3,1.5,2017,231384,210000,nafta,manual,77
Mazda,CX-3,2.0,2020,173918,290000,benzín,manual,89
Mazda,6,2.2,2018,147603,415000,nafta,automat,135
Mazda,2,1.5,2015,14801,250000,benzín,manual,55
Mazda,3,2.0,2020,50526,405000,benzín,automat,90
Mazda,5,1.8,2008,194060,195000,benzín,manual,85
Mazda,CX-3,2.0,2016,152232,325000,benzín,automat,110
Mazda,CX-3,2.0,2017,105365,330000,benzín,manual,88
Mazda,2,1.25,2014,51444,180000,benzín,manual,62
Mazda,CX-3,2.0,2017,80171,330000,benzín,manual,88
Mazda,CX-3,2.0,2015,92665,305000,benzín,manual,88
Mazda,3,1.6,2013,140467,150000,benzín,manual,77
Mazda,CX-9,3.8,2010,229331,190000,benzín,automat,204
Mazda,6,2.0,2009,235789,119000,benzín,manual,108
Mazda,6,2.0,2005,114645,68000,benzín,manual,104
Mazda,5,1.6,2013,204018,105000,nafta,manual,85
Mazda,3,1.6,2012,139467,155000,nafta,manual,85
Mazda,5,2.0,2010,164306,123000,nafta,manual,105
Mazda,5,1.8,2008,147398,105000,nafta,manual,85
Mazda,6,1.8,2005,161645,72000,benzín,manual,108
Mazda,6,2.0,2011,152479,155000,benzín,manual,114
Mazda,6,2.0,2009,148515,150000,benzín,manual,108
Mazda,6,2.2,2009,123580,145000,nafta,manual,120
Mazda,CX-5,2.0,2017,57870,450000,benzín,manual,121
