Značka,Model,Objem (l),Rok,Najeté km,Cena,Palivo,Převodovka,Výkon (kW),Zdroj
Audi,Rs3,2.5,2023,16000,1695000,Benzín,Automatická,294,Sauto
Audi,Q8,3.0,2023,60000,1695000,Nafta,Automatická,210,Sauto
Audi,Rs3,2.5,2023,22,1696000,Benzín,Automatická,294,Sauto
Volvo,Xc60,2.0,2025,0,1696000,Hybridní,Automatická,257,Sauto
Bmw,Rada 4,2.0,2024,0,1696000,Nafta,Automatická,140,Sauto
Bmw,M3,3.0,2022,99896,1698000,Benzín,Automatická,375,Sauto
Volkswagen,Touareg,3.0,2025,92,1698000,Nafta,Automatická,170,Sauto
Audi,A6 Allroad,3.0,2024,12158,1698500,Nafta,Automatická,180,Sauto
Audi,Q8,3.0,2023,26758,1698999,Nafta,Automatická,210,Sauto
Volvo,Xc90,2.0,2024,26748,1699000,Hybridní,Automatická,335,Sauto
Volvo,Xc90,2.0,2024,20100,1699000,Nafta,Automatická,173,Sauto
Volkswagen,Multivan,2.0,2021,29227,1699000,Nafta,Automatická,110,Sauto
Ford,Mustang,5.0,2024,100,1699000,Benzín,Automatická,328,Sauto
Volvo,Xc90,2.0,2024,20296,1699000,Nafta,Automatická,173,Sauto
Volvo,Xc90,2.0,2023,21375,1699000,Hybridní,Automatická,335,Sauto
Volvo,Xc90,2.0,2025,8,1699000,Benzín,Automatická,184,Sauto
Bmw,Rada 5,2.0,2024,32917,1699000,Nafta,Automatická,145,Sauto
Volkswagen,California,2.0,2022,27000,1699000,Nafta,Automatická,150,Sauto
Volvo,Xc90,2.0,2023,4775,1699000,Nafta,Automatická,173,Sauto
Volkswagen,California,2.0,2018,79000,1699000,Nafta,Automatická,110,Sauto
Volvo,Xc90,2.0,2024,24854,1699000,Hybridní,Automatická,228,Sauto
Volvo,Xc90,2.0,2024,20461,1699000,Hybridní,Automatická,335,Sauto
Volvo,Xc90,2.0,2024,12631,1699000,Hybridní,Automatická,335,Sauto
Volvo,Xc60,2.0,2025,0,1699000,Hybridní,Automatická,186,Sauto
Volkswagen,Touareg,3.0,2022,47000,1699000,Nafta,Automatická,210,Sauto
Audi,Sq8,4.0,2020,113000,1699000,Nafta,Automatická,320,Sauto
Bmw,X7,4.4,2021,58894,1699000,Benzín,Automatická,390,Sauto
Ford,F 150,5.0,2021,250,1699000,Benzín,Automatická,295,Sauto
Volkswagen,Touareg,3.0,2025,10,1699000,Nafta,Automatická,210,Sauto
Bmw,Rada 3,3.0,2024,20000,1699000,Benzín,Automatická,275,Sauto
Volvo,Xc90,2.0,2024,22976,1699000,Hybridní,Automatická,335,Sauto
Audi,A6 Avant,3.0,2024,4818,1699000,Nafta,Automatická,180,Sauto
Bmw,Rada 4,3.0,2024,9350,1699000,Nafta,Automatická,210,Sauto
Audi,Sq5,3.0,2022,15652,1699000,Nafta,Automatická,251,Sauto
Audi,Q8,3.0,2023,38315,1699000,Nafta,Automatická,210,Sauto
Volvo,Xc90,2.0,2024,17736,1699000,Nafta,Automatická,173,Sauto
Volvo,Xc90,2.0,2024,14000,1699000,Nafta,Automatická,173,Sauto
Bmw,X5,3.0,2022,120000,1699000,Nafta,Automatická,250,Sauto
Volvo,Xc90,2.0,2024,26540,1699000,Nafta,Automatická,173,Sauto
Bmw,Rada 8,4.4,2020,17930,1699000,Benzín,Automatická,390,Sauto
Porsche,Macan,2.9,2022,84000,1699000,Benzín,Automatická,280,Sauto
Audi,A5,2.0,2025,99,1699000,Nafta,Automatická,150,Sauto
Bmw,Rada 4,3.0,2023,40000,1699000,Nafta,Automatická,250,Sauto
Audi,Q8,3.0,2023,21385,1699000,Nafta,Automatická,210,Sauto
Audi,A5,2.0,2025,1000,1699000,Nafta,Automatická,150,Sauto
Bmw,X3,2.0,2024,6756,1699000,Benzín,Automatická,140,Sauto
Volvo,Xc90,2.0,2024,13198,1699000,Hybridní,Automatická,335,Sauto
Bmw,Rada 5,3.0,2025,422000,1699000,Nafta,Automatická,210,Sauto
Volvo,Xc90,2.0,2024,8,1699000,Benzín,Automatická,184,Sauto
Volvo,Xc60,2.0,2024,31430,1699000,Hybridní,Automatická,335,Sauto
Bmw,Rada 2,2.0,2025,6,1699000,Benzín,Automatická,221,Sauto
Bmw,M2,3.0,2024,7866,1699800,Benzín,Automatická,338,Sauto
Audi,Rs6,4.0,2018,81491,1699888,Benzín,Automatická,445,Sauto
Audi,Q8,3.0,2023,41805,1699900,Nafta,Automatická,210,Sauto
Audi,A6,3.0,2023,7189,1699900,Benzín,Automatická,250,Sauto
Volkswagen,Multivan,2.0,2022,41614,1699900,Nafta,Automatická,150,Sauto
Volkswagen,Touareg,4.0,2020,74000,1699900,Nafta,Automatická,310,Sauto
Audi,Rs6,4.0,2017,114089,1699900,Benzín,Automatická,445,Sauto
Bmw,Rada 7,3.0,2022,99990,1699900,Nafta,Automatická,250,Sauto
Ford,Mustang,5.0,2024,0,1699900,Benzín,Automatická,328,Sauto
Audi,A7,3.0,2024,7570,1699900,Nafta,Automatická,210,Sauto
Audi,Sq7,4.0,2019,108700,1699990,Nafta,Automatická,320,Sauto
Bmw,X5,4.4,2019,70899,1699999,Benzín,Automatická,390,Sauto
Bmw,X7,3.0,2019,61782,1699999,Benzín,Automatická,250,Sauto
Porsche,Cayenne,3.0,2020,65728,1700000,Hybridní,Automatická,340,Sauto
Porsche,Panamera,4.0,2017,86651,1700000,Benzín,Automatická,404,Sauto
Porsche,Cayenne,3.0,2020,47315,1700000,Benzín,Automatická,250,Sauto
Bmw,X7,3.0,2019,129300,1700000,Nafta,Automatická,294,Sauto
Bmw,X6,3.0,2020,49000,1700000,Nafta,Automatická,195,Sauto
Bmw,X7,3.0,2021,88000,1700000,Nafta,Automatická,250,Sauto
Bmw,M2,3.0,2023,20835,1700000,Benzín,Manuální,338,Sauto
Volkswagen,Multivan,2.0,2025,8,1701203,Nafta,Automatická,110,Sauto
Audi,Q7,3.0,2022,69000,1715000,Nafta,Automatická,210,Sauto
Volkswagen,Multivan,2.0,2023,14200,1718200,Benzín,Automatická,150,Sauto
Audi,A6 Allroad,3.0,2024,2590,1718200,Nafta,Automatická,210,Sauto
Ford,Ranger,3.0,2025,0,1718200,Nafta,Automatická,176,Sauto
Volvo,Xc90,2.0,2024,17000,1719000,Hybridní,Automatická,335,Sauto
Volvo,Xc90,2.0,2024,11606,1719000,Hybridní,Automatická,335,Sauto
Bmw,Rada 5,3.0,2024,100,1719000,Benzín,Automatická,245,Sauto
Volkswagen,Multivan,2.0,2025,9,1720850,Benzín,Automatická,150,Sauto
Volvo,V90,2.0,2024,0,1725000,Hybridní,Automatická,257,Sauto
Bmw,X6,3.0,2021,53268,1725460,Hybridní,Automatická,210,Sauto
Volkswagen,Multivan,2.0,2025,7,1727670,Nafta,Automatická,110,Sauto
Audi,Sq8,4.0,2020,124999,1728000,Nafta,Automatická,320,Sauto
Audi,Q7,3.0,2022,36470,1729000,Benzín,Automatická,250,Sauto
Volvo,Xc90,2.0,2024,11000,1729000,Nafta,Automatická,173,Sauto
Audi,A5,2.0,2024,100,1729000,Nafta,Automatická,150,Sauto
Volvo,Xc90,2.0,2024,13300,1729000,Nafta,Automatická,183,Sauto
Audi,Q8,3.0,2023,74648,1729000,Nafta,Automatická,210,Sauto
Bmw,X7,3.0,2020,98000,1729090,Nafta,Automatická,294,Sauto
Volkswagen,Caravelle,2.0,2024,22245,1735000,Nafta,Automatická,150,Sauto
Ford,Ranger,2.0,2025,3,1737738,Nafta,Automatická,154,Sauto
Audi,A5,2.0,2024,200,1739000,Nafta,Automatická,150,Sauto
Audi,A5,2.0,2024,5,1740000,Nafta,Automatická,150,Sauto
Ford,Ranger,2.0,2025,17,1740222,Nafta,Automatická,154,Sauto
Volvo,Xc90,2.0,2025,1,1740500,Hybridní,Automatická,335,Sauto
Bmw,Rada 2,2.0,2025,10,1741900,Benzín,Automatická,221,Sauto
Bmw,Rada 3,2.0,2025,0,1742000,Hybridní,Automatická,215,Sauto
Bmw,X6,3.0,2022,61379,1742400,Nafta,Automatická,210,Sauto
Audi,Rs4 Avant,2.9,2022,28094,1742400,Benzín,Automatická,331,Sauto
Bmw,X6,3.0,2021,41100,1744820,Nafta,Automatická,250,Sauto
Bmw,Rada 4,3.0,2024,11500,1745000,Benzín,Automatická,285,Sauto
Volvo,Xc90,2.0,2024,14700,1745000,Benzín,Automatická,220,Sauto
Audi,Rs3,2.5,2023,10,1747000,Benzín,Automatická,294,Sauto
Volvo,Xc90,2.0,2024,10257,1749000,Hybridní,Automatická,335,Sauto
Audi,A5,2.0,2024,10,1749000,Nafta,Automatická,150,Sauto
Volvo,Xc90,2.0,2024,28253,1749000,Hybridní,Automatická,228,Sauto
Bmw,M5,4.4,2019,45400,1749000,Benzín,Automatická,460,Sauto
Audi,Q8,3.0,2023,19120,1749000,Nafta,Automatická,210,Sauto
Volvo,Xc90,2.0,2023,25377,1749000,Hybridní,Automatická,228,Sauto
Audi,Sq7,4.0,2020,90930,1749000,Nafta,Automatická,320,Sauto
Volvo,Xc90,2.0,2024,11297,1749000,Benzín,Automatická,220,Sauto
Volkswagen,Multivan,2.0,2025,1,1749000,Nafta,Automatická,110,Sauto
Audi,Q7,3.0,2022,39100,1749000,Nafta,Automatická,219,Sauto
Volvo,Xc90,2.0,2024,2494,1749000,Hybridní,Automatická,335,Sauto
Bmw,X5,3.0,2023,54481,1749000,Benzín,Automatická,280,Sauto
Volkswagen,Multivan,1.5,2025,0,1749000,Hybridní,Automatická,180,Sauto
Bmw,X2,2.0,2025,1932,1749000,Benzín,Automatická,221,Sauto
Volvo,Xc90,2.0,2025,8,1749001,Benzín,Automatická,184,Sauto
Volvo,Xc60,2.0,2025,2000,1749154,Hybridní,Automatická,293,Sauto
Volvo,Xc90,2.0,2024,9900,1749900,Hybridní,Automatická,335,Sauto
Volkswagen,California,2.0,2025,10,1749999,Nafta,Automatická,110,Sauto
Volvo,Xc90,2.0,2024,9500,1750000,Hybridní,Automatická,335,Sauto
Audi,Rs Q3,2.5,2023,9500,1750000,Benzín,Automatická,294,Sauto
Audi,Q8,3.0,2023,16000,1750000,Hybridní,Automatická,250,Sauto
Audi,Q7,3.0,2021,51230,1750000,Nafta,Automatická,210,Sauto
Bmw,X5,3.0,2022,61746,1750000,Hybridní,Automatická,210,Sauto
Bmw,M8,4.4,2022,85469,1750000,Benzín,Automatická,390,Sauto
Audi,A6 Avant,3.0,2020,61500,1750000,Nafta,Automatická,210,Sauto
Bmw,X6,3.0,2023,26995,1750000,Nafta,Automatická,210,Sauto
Bmw,X7,3.0,2022,120651,1753290,Nafta,Automatická,250,Sauto
Ford,Mustang,5.2,2019,49000,1754500,Benzín,Manuální,392,Sauto
Audi,Sq8,4.0,2021,115000,1754500,Nafta,Automatická,320,Sauto
Ford,Mustang,5.0,2024,5313,1754500,Benzín,Automatická,357,Sauto
Volkswagen,Multivan,2.0,2025,0,1754717,Nafta,Automatická,110,Sauto
Audi,A6 Avant,2.0,2024,6000,1754900,Nafta,Automatická,150,Sauto
Bmw,Rada 5,4.4,2021,30783,1759000,Benzín,Automatická,390,Sauto
Volvo,Xc90,2.0,2025,0,1759000,Hybridní,Automatická,335,Sauto
Volkswagen,Multivan,2.0,2025,1011,1759000,Benzín,Automatická,150,Sauto
Bmw,X4,3.0,2024,16803,1759900,Nafta,Automatická,210,Sauto
Bmw,X3,3.0,2024,12211,1759900,Nafta,Automatická,250,Sauto
Bmw,X4,3.0,2024,15090,1759900,Nafta,Automatická,210,Sauto
Bmw,Rada 5,2.0,2024,20876,1759900,Nafta,Automatická,145,Sauto
Ford,Ranger,3.0,2025,10,1760000,Benzín,Automatická,215,Sauto
Audi,A5,2.0,2024,5,1760000,Nafta,Automatická,150,Sauto
Volkswagen,Multivan,1.4,2023,22588,1763546,Benzín,Automatická,110,Sauto
Volvo,Xc90,2.0,2025,1,1765000,Benzín,Automatická,194,Sauto
Bmw,Rada 2,2.0,2025,10,1765070,Benzín,Automatická,221,Sauto
Volkswagen,Touareg,3.0,2023,59900,1766600,Nafta,Automatická,210,Sauto
Volvo,Xc90,2.0,2025,1,1767000,Benzín,Automatická,184,Sauto
Audi,Q7,3.0,2023,46784,1769000,Benzín,Automatická,250,Sauto
Volkswagen,Grand California,2.0,2023,1200,1769000,Nafta,Automatická,130,Sauto
Audi,A3,2.5,2025,0,1769000,Benzín,Automatická,294,Sauto
Volvo,Xc90,2.0,2023,11000,1769220,Hybridní,Automatická,228,Sauto
Volkswagen,Tayron,2.0,2025,5,1769900,Nafta,Automatická,142,Sauto
Volkswagen,Touareg,3.0,2023,51449,1769900,Nafta,Automatická,210,Sauto
Ford,Ranger,3.0,2025,1,1769990,Benzín,Automatická,215,Sauto
Ford,F 150,3.5,2021,75220,1769999,Benzín,Automatická,294,Sauto
Porsche,Panamera,4.0,2016,67268,1769999,Benzín,Automatická,404,Sauto
Ford,Ranger,3.0,2025,10,1770000,Benzín,Automatická,212,Sauto
Ford,Ranger,3.0,2024,0,1771690,Nafta,Automatická,176,Sauto
Volkswagen,Caravelle,2.0,2024,100,1772189,Nafta,Automatická,110,Sauto
Bmw,X2,2.0,2025,0,1773000,Benzín,Automatická,221,Sauto
Volkswagen,Multivan,2.0,2025,7,1775576,Nafta,Automatická,110,Sauto
Bmw,X3,3.0,2024,13330,1779000,Nafta,Automatická,210,Sauto
Audi,Q7,3.0,2023,28710,1779000,Nafta,Automatická,210,Sauto
Audi,A5,2.0,2024,10,1779300,Nafta,Automatická,150,Sauto
Bmw,X3,3.0,2024,12875,1779900,Nafta,Automatická,210,Sauto
Audi,Q5,3.0,2024,92,1780000,Nafta,Automatická,210,Sauto
Audi,Q8,3.0,2021,24000,1780000,Nafta,Automatická,210,Sauto
Porsche,Panamera,2.9,2018,78000,1780000,Benzín,Automatická,324,Sauto
Audi,Q8,3.0,2021,50500,1785000,Nafta,Automatická,210,Sauto
Bmw,M4,3.0,2022,28500,1785000,Benzín,Automatická,375,Sauto
Ford,Ranger,3.0,2025,22,1785500,Benzín,Automatická,215,Sauto
Ford,Ranger,3.0,2024,0,1787049,Benzín,Automatická,215,Sauto
Audi,Q8,3.0,2023,22000,1788888,Nafta,Automatická,210,Sauto
Volvo,Xc60,2.0,2025,4000,1789000,Hybridní,Automatická,186,Sauto
Volvo,Xc90,2.0,2025,0,1789000,Benzín,Automatická,184,Sauto
Volvo,Xc60,2.0,2025,0,1789000,Hybridní,Automatická,257,Sauto
Bmw,Rada 5,4.4,2021,25445,1789000,Benzín,Automatická,390,Sauto
Ford,Ranger,3.0,2025,1,1789990,Benzín,Automatická,215,Sauto
Porsche,Panamera,4.0,2016,133000,1790000,Nafta,Automatická,310,Sauto
Ford,Ranger,3.0,2025,10,1790000,Benzín,Automatická,215,Sauto
Ford,Ranger,3.0,2025,10,1790000,Benzín,Automatická,212,Sauto
Bmw,M4,3.0,2022,41000,1790000,Benzín,Automatická,375,Sauto
Audi,Q8,3.0,2022,25000,1790000,Benzín,Automatická,250,Sauto
Audi,Rs3,2.5,2021,4430,1790000,Benzín,Automatická,294,Sauto
Volvo,Xc90,2.0,2023,7,1790000,Nafta,Automatická,173,Sauto
Volkswagen,California,2.0,2023,15900,1790800,Nafta,Manuální,110,Sauto
Volvo,V90,2.0,2024,5,1791000,Nafta,Automatická,155,Sauto
Ford,Explorer,3.0,2024,1,1791706,Hybridní,Automatická,336,Sauto
Ford,Ranger,2.0,2025,10,1792040,Nafta,Automatická,154,Sauto
Bmw,X4,3.0,2023,23000,1795000,Nafta,Automatická,210,Sauto
Bmw,M5,4.4,2020,85021,1795000,Benzín,Automatická,441,Sauto
Ford,Ranger,3.0,2025,0,1795882,Nafta,Automatická,176,Sauto
Volkswagen,California,2.0,2025,10,1797000,Nafta,Automatická,110,Sauto
Ford,Ranger,3.0,2025,0,1797092,Nafta,Automatická,176,Sauto
Volkswagen,Multivan,2.0,2025,100,1798999,Nafta,Automatická,110,Sauto
Bmw,X3,2.0,2024,17,1799000,Nafta,Automatická,145,Sauto
Bmw,Rada 7,3.0,2022,27700,1799000,Nafta,Automatická,210,Sauto
Audi,Q8,3.0,2023,35000,1799000,Nafta,Automatická,210,Sauto
Bmw,X3,3.0,2024,12865,1799000,Nafta,Automatická,210,Sauto
Bmw,X5,4.4,2022,69586,1799000,Benzín,Automatická,390,Sauto
Audi,Q5,2.0,2024,0,1799000,Nafta,Automatická,150,Sauto
Audi,Q8,3.0,2023,48097,1799000,Nafta,Automatická,210,Sauto
Audi,A7,3.0,2023,35638,1799000,Nafta,Automatická,210,Sauto
Bmw,Rada 3,3.0,2024,6060,1799000,Benzín,Automatická,275,Sauto
Bmw,Rada 3,3.0,2024,9706,1799000,Nafta,Automatická,250,Sauto
Volvo,Xc90,2.0,2023,18200,1799000,Nafta,Automatická,173,Sauto
Volvo,Xc90,2.0,2024,17,1799000,Nafta,Automatická,173,Sauto
Audi,Q7,3.0,2023,11050,1799000,Nafta,Automatická,210,Sauto
Volkswagen,Multivan,2.0,2025,5,1799000,Nafta,Automatická,110,Sauto
Volvo,Xc90,2.0,2023,150,1799000,Nafta,Automatická,173,Sauto
Audi,Q7,3.0,2021,61000,1799000,Benzín,Automatická,250,Sauto
Volvo,Xc90,2.0,2024,22859,1799000,Hybridní,Automatická,335,Sauto
Volvo,Xc60,2.0,2025,5,1799000,Benzín,Automatická,194,Sauto
Volkswagen,Touareg,3.0,2023,44794,1799000,Nafta,Automatická,210,Sauto
Bmw,X6,3.0,2022,57000,1799000,Nafta,Automatická,210,Sauto
Bmw,X5,3.0,2023,49500,1799000,Benzín,Automatická,280,Sauto
Bmw,Rada 7,3.0,2021,90000,1799000,Nafta,Automatická,210,Sauto
Volvo,Xc90,2.0,2024,12367,1799000,Hybridní,Automatická,335,Sauto
Bmw,Rada 3,2.0,2025,1628,1799000,Nafta,Automatická,140,Sauto
Volvo,Xc90,2.0,2024,25266,1799000,Hybridní,Automatická,335,Sauto
Audi,Rs3,2.5,2025,5,1799000,Benzín,Automatická,294,Sauto
Volvo,Xc90,2.0,2024,7425,1799000,Benzín,Automatická,184,Sauto
Volvo,Xc90,2.0,2024,0,1799000,Hybridní,Automatická,335,Sauto
Bmw,X3,3.0,2024,13130,1799000,Nafta,Automatická,250,Sauto
Bmw,M5,4.4,2019,84989,1799000,Benzín,Automatická,460,Sauto
Volkswagen,Multivan,2.0,2025,1001,1799000,Nafta,Automatická,110,Sauto
Volkswagen,Touareg,3.0,2023,20327,1799000,Nafta,Automatická,210,Sauto
Bmw,X5,3.0,2023,70000,1799000,Nafta,Automatická,210,Sauto
Bmw,X3,2.0,2024,5314,1799000,Nafta,Automatická,145,Sauto
Bmw,X4,3.0,2024,12954,1799000,Benzín,Automatická,285,Sauto
Volvo,Xc90,2.0,2024,0,1799000,Benzín,Automatická,184,Sauto
Volkswagen,Touareg,3.0,2023,61348,1799000,Nafta,Automatická,210,Sauto
Volvo,Xc90,2.0,2024,2933,1799000,Benzín,Automatická,184,Sauto
Ford,F 150,3.5,2021,72000,1799270,Benzín,Automatická,294,Sauto
Audi,Q5,2.0,2024,0,1799900,Nafta,Automatická,150,Sauto
Bmw,Rada 5,2.0,2024,20913,1799900,Nafta,Automatická,145,Sauto
Bmw,Rada 5,2.0,2024,9950,1799900,Hybridní,Automatická,220,Sauto
Porsche,Cayenne,4.0,2018,138700,1799900,Benzín,Automatická,404,Sauto
Audi,Q7,3.0,2023,32278,1799900,Nafta,Automatická,210,Sauto
Bmw,X3,3.0,2024,31446,1799900,Benzín,Automatická,265,Sauto
Bmw,X5,3.0,2022,20777,1799900,Nafta,Automatická,210,Sauto
Porsche,Panamera,4.0,2017,175500,1799999,Benzín,Automatická,404,Sauto
Porsche,911,3.6,2009,30800,1799999,Benzín,Manuální,239,Sauto
Audi,Q8,3.0,2023,18724,1800000,Nafta,Automatická,210,Sauto
Audi,Q8,3.0,2023,13950,1800000,Nafta,Automatická,210,Sauto
Audi,Q7,3.0,2023,12528,1800000,Benzín,Automatická,250,Sauto
Audi,Q7,3.0,2023,23698,1800000,Nafta,Automatická,210,Sauto
Audi,Q8,3.0,2023,22502,1800000,Nafta,Automatická,210,Sauto
Volkswagen,Grand California,2.0,2024,16640,1802900,Nafta,Automatická,130,Sauto
Ford,Ranger,3.0,2024,2,1805562,Benzín,Automatická,215,Sauto
Ford,Ranger,3.0,2024,0,1805562,Benzín,Automatická,215,Sauto
Ford,Ranger,3.0,2024,0,1806288,Nafta,Automatická,176,Sauto
Ford,Ranger,3.0,2025,5,1806600,Benzín,Automatická,215,Sauto
Audi,A5,2.0,2024,5,1807000,Nafta,Automatická,150,Sauto
Volvo,Xc90,2.0,2025,0,1808082,Benzín,Automatická,184,Sauto
Volkswagen,Tayron,2.0,2025,8,1808700,Nafta,Automatická,142,Sauto
Ford,Ranger,3.0,2025,0,1809138,Benzín,Automatická,215,Sauto
Ford,Ranger,3.0,2025,10,1810000,Benzín,Automatická,212,Sauto
Volvo,V90,2.0,2025,1,1811800,Hybridní,Automatická,335,Sauto
Volkswagen,California,2.0,2025,10,1812000,Benzín,Automatická,150,Sauto
Volvo,Xc90,2.0,2025,1,1813000,Benzín,Automatická,184,Sauto
Ford,Ranger,3.0,2025,0,1813373,Nafta,Automatická,176,Sauto
Porsche,911,3.8,2013,83900,1813790,Benzín,Automatická,316,Sauto
Audi,Sq7,4.0,2020,105842,1813790,Nafta,Automatická,320,Sauto
Audi,Q7,3.0,2023,49000,1815000,Nafta,Automatická,210,Sauto
Bmw,X7,3.0,2021,81097,1815000,Benzín,Automatická,245,Sauto
Audi,Q8,3.0,2021,58800,1815000,Nafta,Automatická,210,Sauto
Volkswagen,Multivan,2.0,2024,21000,1815000,Nafta,Automatická,110,Sauto
Volvo,Xc90,2.0,2025,0,1815210,Benzín,Automatická,184,Sauto
Volvo,Xc90,2.0,2024,15300,1819000,Hybridní,Automatická,228,Sauto
Volvo,Xc60,2.0,2025,0,1819000,Hybridní,Automatická,186,Sauto
Audi,Q5,2.0,2025,5,1819000,Nafta,Automatická,150,Sauto
Audi,A5,2.0,2024,7500,1819000,Nafta,Automatická,150,Sauto
Volvo,Xc90,2.0,2024,5,1819000,Benzín,Automatická,184,Sauto
Ford,Ranger,3.0,2024,0,1819961,Benzín,Automatická,215,Sauto
Porsche,Cayenne,3.0,2020,65000,1820000,Benzín,Automatická,250,Sauto
Audi,A6 Allroad,3.0,2022,17018,1825000,Nafta,Automatická,253,Sauto
Bmw,X3,2.0,2024,6000,1825000,Nafta,Automatická,145,Sauto
Bmw,Rada 5,2.0,2024,0,1825126,Nafta,Automatická,145,Sauto
Porsche,Boxster,2.0,2023,14650,1829000,Benzín,Automatická,220,Sauto
Audi,Q8,3.0,2023,25681,1829900,Nafta,Automatická,209,Sauto
Volkswagen,Multivan,2.0,2024,18000,1830000,Benzín,Automatická,150,Sauto
Ford,Ranger,3.0,2025,0,1830827,Nafta,Automatická,176,Sauto
Ford,Ranger,3.0,2025,0,1832896,Nafta,Automatická,176,Sauto
Ford,Ranger,3.0,2025,0,1838014,Nafta,Automatická,176,Sauto
Bmw,M3,3.0,2021,18300,1839000,Benzín,Automatická,375,Sauto
Bmw,Rada 5,2.0,2024,11586,1839200,Nafta,Automatická,145,Sauto
Volkswagen,Multivan,2.0,2025,10,1839200,Nafta,Automatická,109,Sauto
Ford,Ranger,3.0,2025,1,1840410,Benzín,Automatická,215,Sauto
Ford,Ranger,3.0,2025,0,1840410,Nafta,Automatická,176,Sauto
Volvo,Xc90,2.0,2025,0,1841272,Hybridní,Automatická,228,Sauto
Audi,Ostatni,4.0,2020,82577,1842000,Benzín,Automatická,441,Sauto
Audi,Q8,3.0,2023,21287,1843237,Benzín,Automatická,250,Sauto
Ford,Ranger,3.0,2025,0,1843986,Benzín,Automatická,215,Sauto
Audi,Sq8,4.0,2020,106876,1845000,Nafta,Automatická,320,Sauto
Ford,Ranger,3.0,2025,0,1845075,Benzín,Automatická,215,Sauto
Audi,A6 Allroad,3.0,2024,10,1845900,Nafta,Automatická,180,Sauto
Volkswagen,Touareg,3.0,2023,14125,1848000,Nafta,Automatická,210,Sauto
Audi,Sq7,4.0,2021,44850,1848000,Benzín,Automatická,373,Sauto
Audi,A6 Allroad,3.0,2024,10,1848900,Nafta,Automatická,180,Sauto
Volkswagen,Touareg,3.0,2023,29053,1848999,Nafta,Automatická,210,Sauto
Volvo,Xc90,2.0,2025,3000,1849000,Benzín,Automatická,184,Sauto
Volkswagen,Grand California,2.0,2024,24000,1849000,Nafta,Automatická,130,Sauto
Audi,Sq7,4.0,2021,42112,1849000,Benzín,Automatická,373,Sauto
Bmw,X4,3.0,2024,15192,1849000,Benzín,Automatická,265,Sauto
Audi,Sq8,4.0,2020,81300,1849000,Nafta,Automatická,320,Sauto
Ford,Mustang,5.0,2024,10,1849000,Benzín,Manuální,333,Sauto
Volvo,Xc90,2.0,2025,0,1849000,Benzín,Automatická,184,Sauto
Volvo,Xc90,2.0,2024,15,1849000,Nafta,Automatická,183,Sauto
Volkswagen,Multivan,2.0,2025,1,1849000,Nafta,Automatická,110,Sauto
Bmw,X7,3.0,2022,112000,1849000,Nafta,Automatická,250,Sauto
Bmw,X5,3.0,2023,20845,1849000,Nafta,Automatická,219,Sauto
Audi,A6 Allroad,3.0,2023,14733,1849900,Benzín,Automatická,250,Sauto
Audi,A6,3.0,2024,10,1849900,Nafta,Automatická,180,Sauto
Volkswagen,Multivan,2.0,2025,1000,1849999,Nafta,Automatická,110,Sauto
Porsche,Cayenne,3.0,2021,77060,1850000,Hybridní,Automatická,340,Sauto
Audi,A7,3.0,2023,10302,1850000,Hybridní,Automatická,210,Sauto
Audi,Q7,3.0,2023,18025,1850000,Nafta,Automatická,210,Sauto
Audi,Q7,3.0,2023,22079,1850000,Nafta,Automatická,210,Sauto
Audi,Q8,3.0,2023,21430,1850000,Nafta,Automatická,210,Sauto
Audi,Rs4,2.9,2022,20528,1851300,Benzín,Automatická,331,Sauto
Audi,A5,2.0,2024,5,1854000,Nafta,Automatická,150,Sauto
Ford,Ranger,3.0,2025,0,1857330,Nafta,Automatická,176,Sauto
Ford,Ranger,3.0,2025,10,1858000,Nafta,Automatická,176,Sauto
Volvo,Xc90,2.0,2025,0,1859000,Benzín,Automatická,184,Sauto
Audi,Rs3,2.5,2025,5,1859000,Benzín,Automatická,294,Sauto
Audi,Q7,3.0,2023,56690,1859000,Benzín,Automatická,250,Sauto
Bmw,Rada 3,3.0,2024,0,1859000,Nafta,Automatická,210,Sauto
Volvo,Xc90,2.0,2025,6000,1859000,Benzín,Automatická,184,Sauto
Bmw,Rada 4,3.0,2024,4029,1859900,Nafta,Automatická,250,Sauto
Ford,Explorer,3.0,2025,5,1859953,Hybridní,Automatická,267,Sauto
Audi,Q5,2.0,2025,5,1865000,Nafta,Automatická,150,Sauto
Ford,Ranger,3.0,2024,0,1865747,Benzín,Automatická,215,Sauto
Ford,Ranger,3.0,2025,0,1865820,Nafta,Automatická,176,Sauto
Bmw,Rada 3,3.0,2024,0,1867501,Nafta,Automatická,210,Sauto
Volkswagen,California,2.0,2022,7700,1868000,Nafta,Automatická,150,Sauto
Volvo,Xc90,2.0,2025,4000,1869000,Benzín,Automatická,184,Sauto
Audi,Q7,3.0,2024,0,1869000,Nafta,Automatická,170,Sauto
Bmw,X6,3.0,2022,19663,1869000,Nafta,Automatická,210,Sauto
Ford,Ranger,3.0,2024,0,1869323,Benzín,Automatická,215,Sauto
Porsche,911,3.8,2012,117960,1869999,Benzín,Automatická,294,Sauto
Ford,Ranger,3.0,2024,0,1870497,Benzín,Automatická,215,Sauto
Ford,F 150,5.0,2024,1,1874290,Benzín,Automatická,298,Sauto
Volkswagen,California,2.0,2023,30,1875000,Nafta,Automatická,150,Sauto
