Značka,Model,Objem (l),Najeté km,Cena,Palivo,Převodovka,Výkon (kW),Stari
BMW,Rada 7,3.0,171000,1049000,Nafta,Automaticka,210,5
BMW,X1,1.5,0,1049000,Benzin,Automaticka,100,0
Audi,A6 Avant,2.0,35212,1049000,Nafta,Automaticka,150,4
Audi,A6,2.0,35204,1049000,Nafta,Automaticka,150,4
BMW,X1,2.0,31725,1049000,Benzin,Automaticka,160,3
MercedesBenz,Tridy A,2.0,71141,1049000,Benzin,Automaticka,225,3
Volvo,Xc60,2.0,32963,1049000,Benzin,Automaticka,184,2
Volvo,Xc60,2.0,90498,1049000,Nafta,Automaticka,173,4
Volkswagen,Tiguan Allspace,2.0,39758,1049000,Nafta,Automaticka,110,3
Volkswagen,Multivan,2.0,280699,1049000,Nafta,Manualni,103,14
Toyota,C Hr,2.0,9000,1049000,Hybridni,Automaticka,164,1
Volkswagen,Arteon Shooting Brake,2.0,38762,1049000,Nafta,Automaticka,147,2
Toyota,Rav4,2.5,36000,1049000,Hybridni,Automaticka,163,3
Toyota,Proace Verso,2.0,10,1049000,Nafta,Manualni,106,0
Toyota,Highlander,2.5,37249,1049000,Hybridni,Automaticka,140,3
Toyota,Rav4,2.5,8000,1049000,Benzin,Automaticka,131,1
Ford,Tourneo Custom,2.0,24397,1049000,Nafta,Manualni,110,1
Honda,Cr V,2.0,22,1049000,Hybridni,Automaticka,135,0
Toyota,Rav4,2.5,17830,1049000,Hybridni,Automaticka,163,2
BMW,Rada 5,2.0,76300,1049000,Nafta,Automaticka,140,4
Volvo,Xc90,2.0,106222,1049000,Nafta,Automaticka,173,4
Volvo,Xc90,2.0,109756,1049000,Nafta,Automaticka,173,4
Volvo,V90,2.0,71310,1049000,Nafta,Automaticka,145,3
Skoda,Superb,2.0,11724,1049000,Nafta,Automaticka,142,1
Skoda,Superb,2.0,102,1049000,Nafta,Automaticka,147,1
Skoda,Kodiaq,2.0,25113,1049000,Nafta,Automaticka,147,2
Skoda,Superb,2.0,17900,1049000,Nafta,Automaticka,147,2
Skoda,Kodiaq,2.0,25090,1049000,Nafta,Automaticka,147,2
Skoda,Kodiaq,2.0,32000,1049000,Nafta,Automaticka,147,2
BMW,X4,2.0,82284,1049000,Nafta,Automaticka,140,3
BMW,X2,2.0,26500,1049000,Benzin,Automaticka,225,4
BMW,Rada 5,3.0,96000,1049000,Nafta,Automaticka,210,5
Audi,A5,2.0,39210,1049000,Benzin,Automaticka,195,2
Audi,S6,3.0,100000,1049000,Nafta,Automaticka,257,6
Audi,Rs6,4.0,135248,1049000,Benzin,Automaticka,412,12
Volvo,Xc90,2.0,78084,1049000,Nafta,Automaticka,173,5
Toyota,Rav4,2.5,12590,1049900,Hybridni,Automaticka,163,1
Toyota,Rav4,2.5,23952,1049900,Hybridni,Automaticka,163,1
Toyota,Rav4,2.5,17140,1049900,Hybridni,Automaticka,163,1
Toyota,Highlander,2.5,61984,1049900,Hybridni,Automaticka,140,4
Toyota,C Hr,2.0,2,1049900,Hybridni,Automaticka,146,1
Toyota,Rav4,2.5,11456,1049900,Hybridni,Automaticka,163,1
Toyota,Rav4,2.5,18342,1049900,Hybridni,Automaticka,163,1
Toyota,Rav4,2.5,2,1049900,Hybridni,Automaticka,166,0
Volkswagen,Touareg,3.0,70175,1049900,Nafta,Automaticka,210,7
Volkswagen,Arteon Shooting Brake,2.0,10962,1049900,Nafta,Automaticka,110,1
Audi,Q5,2.0,38468,1049900,Nafta,Automaticka,150,2
Audi,Q7,3.0,65000,1049900,Nafta,Automaticka,200,8
Audi,S7,3.0,220000,1049900,Nafta,Automaticka,257,5
Audi,A5,2.0,25610,1049900,Benzin,Automaticka,147,4
Honda,Cr V,2.0,10,1049900,Hybridni,Automaticka,135,0
Hyundai,Staria,2.2,77472,1049900,Nafta,Automaticka,130,2
Skoda,Kodiaq,2.0,26967,1049900,Nafta,Automaticka,110,2
Skoda,Kodiaq,2.0,25678,1049900,Nafta,Automaticka,147,1
Skoda,Superb,2.0,1037,1049900,Nafta,Automaticka,110,1
Toyota,Rav4,2.5,4292,1049900,Hybridni,Automaticka,163,1
Toyota,Rav4,2.5,21960,1049900,Hybridni,Automaticka,163,1
Toyota,Land Cruiser,2.8,71000,1049900,Nafta,Automaticka,150,4
Toyota,Rav4,2.5,11676,1049900,Hybridni,Automaticka,163,1
Toyota,Hilux,2.8,15309,1049900,Nafta,Manualni,150,1
Kia,Sportage,1.6,1,1049980,Benzin,Automaticka,118,0
Hyundai,Staria,2.2,29136,1049990,Nafta,Automaticka,130,3
Ford,Transit,2.0,19,1049999,Nafta,Manualni,117,1
BMW,X5,3.0,148057,1049999,Nafta,Automaticka,195,5
Skoda,Superb,2.0,2976,1049999,Nafta,Automaticka,110,1
Audi,A8,3.0,186421,1050000,Nafta,Automaticka,210,6
Audi,S6,3.0,144055,1050000,Nafta,Automaticka,257,6
Volvo,Xc90,2.0,118120,1050000,Nafta,Automaticka,173,5
Volvo,Xc60,2.0,42000,1050000,Hybridni,Automaticka,288,4
Volvo,Xc60,2.0,24926,1050000,Nafta,Automaticka,145,2
Volvo,Xc90,2.0,116976,1050000,Benzin,Automaticka,228,7
Audi,Q5,2.0,17269,1050000,Benzin,Automaticka,195,3
BMW,X5,3.0,120000,1050000,Nafta,Automaticka,195,6
Porsche,718,2.0,75000,1050000,Benzin,Automaticka,220,6
Audi,S5,3.0,58000,1050000,Benzin,Automaticka,260,7
Audi,Q7,3.0,99973,1050000,Nafta,Automaticka,210,6
Audi,Q3,1.5,7,1050000,Benzin,Automaticka,110,1
Toyota,Rav4,2.5,34830,1050000,Hybridni,Automaticka,163,1
Ford,Tourneo Custom,2.0,30530,1050000,Nafta,Manualni,110,2
Ford,Tourneo Custom,2.0,31767,1050000,Nafta,Manualni,110,2
Ford,Transit,2.0,0,1050000,Nafta,Automaticka,125,1
BMW,Rada 5,3.0,151000,1050000,Nafta,Automaticka,250,4
BMW,Rada 5,2.0,47000,1050000,Benzin,Automaticka,180,2
Subaru,Forester,2.0,12,1052000,Benzin,Automaticka,100,0
Hyundai,Tucson,1.6,5,1052000,Hybridni,Automaticka,185,0
Audi,Tt,2.0,13990,1052700,Benzin,Automaticka,145,2
Toyota,Corolla Cross,2.0,20,1054900,Hybridni,Automaticka,112,0
Kia,Sportage,1.6,5,1054980,Benzin,Automaticka,118,1
Hyundai,Tucson,1.6,15,1055000,Hybridni,Automaticka,158,0
Toyota,Rav4,2.5,10,1055718,Hybridni,Automaticka,131,1
Ford,Tourneo Connect,1.5,0,1056330,Benzin,Automaticka,110,0
Toyota,C Hr,2.0,0,1057400,Benzin,Automaticka,145,2
Hyundai,Tucson,1.6,5,1057890,Benzin,Automaticka,158,1
Skoda,Karoq,2.0,12221,1058000,Nafta,Automaticka,110,1
Skoda,Kodiaq,2.0,15353,1058000,Nafta,Automaticka,147,1
BMW,Rada 7,3.0,135000,1059000,Nafta,Automaticka,293,8
Honda,Cr V,2.0,20,1059000,Hybridni,Automaticka,135,0
Skoda,Kodiaq,2.0,26303,1059000,Nafta,Automaticka,147,2
Volvo,V60,2.0,25500,1059000,Benzin,Automaticka,194,1
Skoda,Kodiaq,2.0,18814,1059000,Nafta,Automaticka,147,2
Skoda,Kodiaq,2.0,29998,1059000,Nafta,Automaticka,147,2
Toyota,Proace Verso,2.0,12877,1059000,Nafta,Automaticka,130,1
BMW,Rada 2,2.0,15173,1059000,Nafta,Automaticka,155,1
Volvo,Xc60,2.0,77134,1059000,Hybridni,Automaticka,251,4
Hyundai,Santa Fe,1.6,15,1059000,Hybridni,Automaticka,158,0
BMW,M2,3.0,49000,1059000,Benzin,Automaticka,272,7
Volvo,V60,2.0,23142,1059000,Benzin,Automaticka,194,1
Audi,A6 Avant,2.0,54256,1059000,Hybridni,Automaticka,195,3
Toyota,Prius,2.0,3170,1059000,Hybridni,Automaticka,122,1
Honda,Cr V,2.0,20,1059800,Benzin,Automaticka,135,0
Skoda,Kodiaq,2.0,21720,1059900,Nafta,Automaticka,147,2
Kia,Sorento,1.6,9976,1059900,Hybridni,Automaticka,169,2
Skoda,Superb,2.0,7420,1059900,Nafta,Automaticka,110,1
Audi,A6 Avant,3.0,48418,1059900,Nafta,Automaticka,180,4
Hyundai,Tucson,1.6,0,1059990,Hybridni,Automaticka,185,0
Skoda,Kodiaq,2.0,25129,1060000,Nafta,Automaticka,147,1
Toyota,Rav4,2.5,5964,1060000,Hybridni,Automaticka,163,2
Skoda,Kodiaq,2.0,28644,1060000,Nafta,Automaticka,147,1
Volkswagen,Tiguan,1.4,15000,1060000,Hybridni,Automaticka,110,2
BMW,X1,2.0,17200,1060000,Benzin,Automaticka,160,3
Ford,Focus,2.3,7,1061000,Benzin,Automaticka,206,3
Honda,Cr V,2.0,10,1062800,Hybridni,Automaticka,109,0
Volvo,V60,2.0,34625,1064800,Nafta,Automaticka,145,3
Audi,Q3,2.0,11390,1064800,Nafta,Automaticka,147,3
Audi,S3,2.0,22622,1064800,Benzin,Automaticka,228,3
Honda,Cr V,2.0,20,1064800,Hybridni,Automaticka,135,0
Ford,Tourneo Custom,2.0,0,1064800,Nafta,Manualni,110,0
Toyota,Hilux,2.8,30000,1064800,Nafta,Automaticka,150,4
Honda,Cr V,2.0,10,1065000,Hybridni,Automaticka,109,0
Ford,Kuga,2.5,0,1066200,Hybridni,Automaticka,140,0
Volkswagen,Tiguan,2.0,26100,1067000,Nafta,Automaticka,110,1
Toyota,Corolla Cross,2.0,6,1067400,Benzin,Automaticka,146,1
Audi,A8,3.0,115375,1068000,Nafta,Automaticka,210,8
Volkswagen,Tiguan,1.5,0,1068400,Benzin,Automaticka,110,0
Skoda,Superb,2.0,2104,1068999,Nafta,Automaticka,110,1
Skoda,Superb,2.0,2010,1068999,Nafta,Automaticka,110,1
Toyota,Land Cruiser,3.0,68112,1069000,Nafta,Automaticka,140,11
Volvo,V90,2.0,26863,1069000,Nafta,Automaticka,145,1
Skoda,Kodiaq,2.0,12914,1069000,Nafta,Automaticka,147,2
Honda,Cr V,2.0,23,1069000,Hybridni,Automaticka,135,0
Volvo,Xc40,2.0,0,1069000,Benzin,Automaticka,145,0
Honda,Cr V,2.0,17,1069000,Hybridni,Automaticka,135,0
BMW,Rada 1,1.5,1,1069000,Benzin,Automaticka,125,1
Volvo,Xc60,2.0,23398,1069000,Nafta,Automaticka,140,1
Volvo,V60,2.0,17155,1069000,Nafta,Automaticka,145,1
Volkswagen,Touareg,3.0,62839,1069000,Nafta,Automaticka,170,3
Toyota,Rav4,2.5,5,1069000,Hybridni,Automaticka,163,0
Audi,Rs3,2.5,81060,1069000,Benzin,Automaticka,294,6
Volkswagen,Golf,2.0,8,1069000,Benzin,Automaticka,195,0
Toyota,Corolla Cross,2.0,4,1069900,Benzin,Automaticka,112,1
Toyota,C Hr,2.0,6000,1069900,Hybridni,Automaticka,164,1
Toyota,Rav4,2.5,17555,1069900,Hybridni,Automaticka,163,1
Honda,Cr V,2.0,10,1069900,Hybridni,Automaticka,135,0
Skoda,Kodiaq,2.0,63565,1069900,Benzin,Automaticka,180,2
Skoda,Kodiaq,2.0,11834,1069990,Nafta,Automaticka,147,3
Volkswagen,Multivan,2.0,100949,1069999,Nafta,Automaticka,150,8
Audi,Rs3,2.5,58800,1070000,Benzin,Automaticka,294,6
Audi,S8,4.0,116600,1070000,Benzin,Automaticka,445,10
Ford,Tourneo Custom,2.0,20300,1070850,Nafta,Manualni,110,2
Toyota,Rav4,2.5,8930,1072060,Hybridni,Automaticka,160,1
Toyota,C Hr,2.0,4,1072400,Benzin,Automaticka,112,1
Skoda,Kodiaq,2.0,15149,1074000,Nafta,Automaticka,147,1
Honda,Cr V,2.0,8,1074800,Hybridni,Automaticka,135,0
Toyota,Corolla Cross,2.0,5,1074900,Hybridni,Automaticka,112,1
Toyota,Rav4,2.5,1,1074900,Hybridni,Automaticka,163,0
Toyota,Rav4,2.5,5,1074900,Hybridni,Automaticka,131,0
Skoda,Kodiaq,2.0,3827,1074999,Nafta,Automaticka,147,1
Skoda,Superb,1.5,2222,1075000,Hybridni,Automaticka,150,1
Skoda,Kodiaq,2.0,7213,1075000,Nafta,Automaticka,142,1
Skoda,Superb,2.0,22183,1075690,Nafta,Automaticka,142,1
Ford,Explorer,2.3,76314,1076900,Benzin,Automaticka,233,4
Skoda,Superb,2.0,28,1076900,Nafta,Automaticka,142,0
Volvo,Xc90,2.0,42481,1076900,Hybridni,Automaticka,223,4
Skoda,Superb,2.0,15,1076900,Nafta,Automaticka,142,0
Volvo,Xc90,2.0,95561,1076900,Hybridni,Automaticka,288,4
Toyota,C Hr,2.0,5,1077000,Hybridni,Automaticka,112,0
Toyota,C Hr,2.0,1,1077000,Hybridni,Automaticka,112,0
Volkswagen,Arteon Shooting Brake,2.0,18053,1077000,Benzin,Automaticka,206,2
Hyundai,Tucson,1.6,0,1077890,Hybridni,Automaticka,185,0
Ford,Kuga,2.5,0,1078000,Hybridni,Automaticka,176,0
Skoda,Superb,2.0,556,1078000,Nafta,Automaticka,110,1
BMW,Rada 5,3.0,98433,1078000,Nafta,Automaticka,210,2
Skoda,Kodiaq,2.0,27878,1079000,Nafta,Automaticka,110,2
Toyota,Camry,2.5,3,1079000,Hybridni,Automaticka,165,1
Volvo,V90,2.0,75880,1079000,Nafta,Automaticka,145,4
Volvo,Xc90,2.0,78793,1079000,Nafta,Automaticka,173,5
Audi,A5,2.0,49950,1079000,Nafta,Automaticka,150,3
Skoda,Kodiaq,2.0,8630,1079000,Nafta,Automaticka,142,1
Volkswagen,Arteon Shooting Brake,2.0,14559,1079000,Benzin,Automaticka,235,3
Toyota,Gr86,2.4,29900,1079000,Benzin,Manualni,172,2
Volkswagen,Passat Variant,2.0,20439,1079000,Nafta,Automaticka,110,1
Audi,Q5,2.0,50340,1079000,Nafta,Automaticka,150,3
Audi,A5,2.0,36000,1079000,Benzin,Automaticka,195,2
BMW,Rada 5,2.0,59000,1079000,Nafta,Automaticka,140,3
Audi,A4,2.0,27110,1079000,Nafta,Automaticka,150,1
Audi,S6 Avant,3.0,107000,1079000,Nafta,Automaticka,257,6
Audi,Q5,2.0,41330,1079000,Nafta,Automaticka,150,3
Honda,Cr V,2.0,11,1079800,Benzin,Automaticka,135,0
Honda,Cr V,2.0,8,1079800,Hybridni,Automaticka,135,0
Toyota,Rav4,2.5,17467,1079900,Hybridni,Automaticka,163,1
Toyota,Proace,2.0,38000,1079900,Nafta,Automaticka,130,2
Volvo,Xc60,2.0,18400,1079900,Benzin,Automaticka,145,2
Toyota,C Hr,2.0,10,1079900,Hybridni,Automaticka,112,2
Skoda,Kodiaq,2.0,19893,1079900,Nafta,Automaticka,147,1
Toyota,Rav4,2.5,19615,1079900,Hybridni,Automaticka,163,1
Toyota,Rav4,2.5,0,1079900,Hybridni,Automaticka,131,0
Kia,Stinger,3.3,45845,1079900,Benzin,Automaticka,269,2
Toyota,Rav4,2.5,10986,1079900,Hybridni,Automaticka,163,1
Honda,Cr V,2.0,7,1079900,Hybridni,Automaticka,135,1
Kia,Sportage,1.6,0,1079980,Benzin,Automaticka,132,2
Ford,Tourneo Custom,2.0,17491,1079990,Nafta,Manualni,110,2
Toyota,Highlander,2.5,55674,1079990,Hybridni,Automaticka,140,3
Ford,Tourneo Custom,2.0,18051,1079990,Nafta,Automaticka,125,2
Ford,Tourneo Custom,2.0,19050,1079990,Nafta,Automaticka,125,2
Ford,Tourneo Custom,2.0,18383,1079990,Nafta,Automaticka,125,2
Ford,Explorer,2.3,84035,1079999,Benzin,Automaticka,223,2
Ford,Tourneo Custom,2.0,18782,1080000,Nafta,Manualni,110,2
BMW,X3,2.0,42695,1080000,Nafta,Automaticka,140,2
Volvo,Xc60,2.0,12508,1080000,Nafta,Automaticka,145,2
Ford,Mustang,5.0,35500,1080000,Benzin,Automaticka,331,6
Toyota,Rav4,2.5,12468,1080000,Hybridni,Automaticka,163,2
Ford,Mustang,5.0,43000,1080200,Benzin,Automaticka,343,8
Volkswagen,Tiguan,1.5,0,1081200,Benzin,Automaticka,110,0
Honda,Cr V,2.0,10,1082700,Hybridni,Automaticka,135,0
Honda,Cr V,2.0,14,1082700,Benzin,Automaticka,135,0
Honda,Cr V,2.0,5,1082900,Hybridni,Automaticka,135,0
Toyota,Proace,2.0,42000,1082950,Nafta,Automaticka,134,2
Audi,S5,3.0,74000,1084160,Nafta,Automaticka,255,6
Toyota,Rav4,2.5,5,1084900,Benzin,Automaticka,163,0
Volkswagen,Multivan,2.0,190734,1085000,Nafta,Automaticka,150,4
Skoda,Octavia,2.0,4654,1085000,Benzin,Automaticka,195,1
BMW,Rada 5,2.0,85000,1085370,Hybridni,Automaticka,215,4
Honda,Cr V,2.0,11,1086700,Hybridni,Automaticka,135,0
Toyota,C Hr,2.0,10,1087000,Hybridni,Manualni,112,0
Toyota,C Hr,2.0,5,1087000,Hybridni,Automaticka,112,0
Toyota,C Hr,2.0,4,1087400,Benzin,Automaticka,145,1
Toyota,Proace Verso,2.0,6,1087600,Nafta,Automaticka,132,1
Honda,Cr V,2.0,8,1087700,Hybridni,Automaticka,135,0
Skoda,Superb,2.0,999,1087790,Nafta,Automaticka,142,0
Toyota,C Hr,2.0,5,1087900,Benzin,Automaticka,145,1
BMW,X1,2.0,41000,1088000,Nafta,Automaticka,120,2
Ford,Mustang,5.0,34300,1088000,Benzin,Manualni,551,7
Ford,Tourneo Custom,2.0,10,1088879,Nafta,Manualni,110,0
Audi,Rs6,4.0,232653,1088999,Benzin,Automaticka,445,9
Skoda,Superb,2.0,24935,1089000,Nafta,Automaticka,147,2
Honda,Cr V,2.0,10,1089000,Benzin,Automaticka,135,1
BMW,Rada 4,3.0,175000,1089000,Nafta,Automaticka,250,4
Volkswagen,Arteon Shooting Brake,2.0,19999,1089000,Nafta,Automaticka,147,1
Audi,A6 Avant,3.0,99999,1089000,Nafta,Automaticka,170,6
BMW,Rada 5,2.0,22497,1089000,Nafta,Automaticka,140,3
Audi,Rs3,2.5,72632,1089000,Benzin,Automaticka,270,9
Hyundai,Staria,2.2,82460,1089000,Nafta,Automaticka,130,4
Skoda,Superb,2.0,23352,1089000,Benzin,Automaticka,195,1
Volkswagen,Golf,2.0,20500,1089000,Benzin,Automaticka,235,3
BMW,X1,1.5,20820,1089000,Benzin,Automaticka,100,2
Porsche,Cayman,3.4,128000,1089000,Benzin,Automaticka,239,12
BMW,Rada 3,2.0,14,1089000,Benzin,Automaticka,115,1
Toyota,Proace Verso,2.0,50000,1089000,Nafta,Automaticka,134,1
Ford,Tourneo Custom,2.0,0,1089605,Nafta,Manualni,110,2
Skoda,Superb,1.5,2107,1089900,Hybridni,Automaticka,150,1
Volkswagen,Caddy,2.0,5,1089900,Nafta,Automaticka,90,0
Toyota,Camry,2.5,10,1089900,Benzin,Automaticka,137,1
Volkswagen,Tiguan Allspace,2.0,24724,1089900,Benzin,Automaticka,180,2
Audi,Q7,3.0,93584,1089900,Nafta,Automaticka,170,4
Toyota,Rav4,2.5,25456,1089900,Hybridni,Automaticka,163,1
Ford,Explorer,3.0,76360,1089980,Hybridni,Automaticka,336,5
BMW,M3,3.0,124780,1089999,Benzin,Manualni,317,9
BMW,Rada 3,2.0,37150,1090000,Benzin,Automaticka,180,2
Skoda,Kodiaq,2.0,15559,1090000,Nafta,Automaticka,110,1
Ford,Bronco,1.5,4200,1090000,Benzin,Automaticka,133,3
Volkswagen,Multivan,2.0,107000,1090000,Nafta,Automaticka,140,8
Toyota,Camry,2.5,0,1090000,Benzin,Automaticka,165,1
Porsche,Cayenne,4.1,116759,1090000,Nafta,Automaticka,283,9
Volvo,V60,2.0,26200,1090000,Benzin,Automaticka,184,1
Audi,Q3,2.0,19890,1090210,Nafta,Automaticka,147,2
Toyota,Camry,2.5,716,1092000,Hybridni,Automaticka,131,3
Volkswagen,Tiguan,1.5,0,1092000,Benzin,Automaticka,110,0
Skoda,Kodiaq,2.0,19463,1093840,Nafta,Automaticka,147,1
Toyota,Corolla Cross,2.0,5,1094900,Hybridni,Automaticka,145,1
Honda,Cr V,2.0,10,1094900,Hybridni,Automaticka,135,0
Audi,A7,2.0,85915,1095000,Benzin,Automaticka,195,4
Skoda,Karoq,2.0,11,1095000,Benzin,Automaticka,140,1
Kia,Stinger,3.3,28800,1095000,Benzin,Automaticka,269,3
Volkswagen,Passat,2.0,0,1095382,Nafta,Automaticka,110,1
Ford,Ranger,2.0,2754,1095900,Nafta,Automaticka,125,0
BMW,Rada 6,3.0,77947,1097000,Benzin,Automaticka,245,3
Volkswagen,Tiguan Allspace,2.0,40574,1098000,Nafta,Automaticka,147,2
Skoda,Superb,1.5,21660,1098000,Hybridni,Automaticka,148,1
Audi,Sq7,4.0,177466,1098000,Nafta,Automaticka,320,7
Audi,S3,2.0,29460,1098680,Benzin,Automaticka,228,3
BMW,X5,3.0,125000,1098800,Hybridni,Automaticka,290,5
BMW,X5,3.0,125000,1098800,Benzin,Automaticka,290,5
Volkswagen,Multivan,1.5,46570,1098999,Benzin,Automaticka,100,2
Skoda,Kodiaq,2.0,8230,1098999,Nafta,Automaticka,147,1
Skoda,Kodiaq,2.0,4943,1098999,Nafta,Automaticka,147,1
Skoda,Kodiaq,2.0,3134,1098999,Nafta,Automaticka,147,1
Audi,A5,2.0,81970,1099000,Benzin,Automaticka,195,3
BMW,Rada 2,1.5,15000,1099000,Benzin,Automaticka,125,0
Audi,A6,2.0,30000,1099000,Nafta,Automaticka,150,2
Audi,Sq7,4.0,117500,1099000,Nafta,Automaticka,320,7
Toyota,Camry,2.5,6,1099000,Hybridni,Automaticka,137,0
Volvo,Xc60,2.0,27345,1099000,Nafta,Automaticka,145,2
Toyota,Camry,2.5,0,1099000,Hybridni,Automaticka,172,1
Audi,Q7,0.3,171517,1099000,Nafta,Automaticka,210,4
Toyota,Gr Yaris,1.6,14,1099000,Benzin,Manualni,192,0
BMW,X5,3.0,79600,1099000,Nafta,Automaticka,190,7
Volkswagen,Touareg,3.0,76964,1099000,Nafta,Automaticka,210,4
Toyota,Gr Yaris,1.6,20,1099000,Benzin,Manualni,192,1
Volvo,Xc40,2.0,3000,1099000,Benzin,Automaticka,145,0
Volkswagen,Arteon Shooting Brake,2.0,37500,1099000,Benzin,Automaticka,235,3
Volkswagen,Tiguan,2.0,31160,1099000,Benzin,Automaticka,140,2
Volvo,Xc60,2.0,13189,1099000,Benzin,Automaticka,184,2
Volvo,Xc90,2.0,94991,1099000,Hybridni,Automaticka,223,5
Skoda,Kodiaq,2.0,23115,1099000,Benzin,Automaticka,140,2
Volvo,Xc60,2.0,44500,1099000,Hybridni,Automaticka,298,5
Skoda,Superb,2.0,13990,1099000,Nafta,Automaticka,110,1
Toyota,Proace,2.0,15000,1099000,Nafta,Automaticka,130,2
Volkswagen,Passat,1.5,34800,1099000,Benzin,Automaticka,110,1
BMW,Rada 3,3.0,84666,1099000,Nafta,Automaticka,250,3
Skoda,Kodiaq,2.0,26121,1099000,Nafta,Automaticka,147,1
BMW,Rada 3,3.0,119853,1099000,Benzin,Automaticka,275,5
Volvo,Xc90,2.0,109471,1099000,Hybridni,Automaticka,355,4
BMW,Rada 5,2.0,62411,1099000,Hybridni,Automaticka,215,3
Skoda,Superb,2.0,16686,1099000,Nafta,Automaticka,142,1
Hyundai,Staria,2.2,65000,1099000,Nafta,Automaticka,130,2
Volvo,Xc60,2.0,118614,1099000,Nafta,Automaticka,173,3
Volvo,Xc40,2.0,0,1099000,Benzin,Automaticka,145,0
Volvo,V90,2.0,40060,1099000,Nafta,Automaticka,145,3
Skoda,Kodiaq,2.0,1,1099000,Nafta,Automaticka,110,0
BMW,X3,2.0,29026,1099000,Nafta,Automaticka,140,3
Volvo,Xc60,2.0,44009,1099000,Nafta,Automaticka,145,1
Volkswagen,T Roc,1.5,8,1099000,Benzin,Automaticka,110,0
Hyundai,Tucson,1.6,0,1099890,Hybridni,Automaticka,185,0
Volvo,Xc90,2.0,84900,1099890,Nafta,Automaticka,173,4
Toyota,Camry,2.5,5,1099900,Hybridni,Automaticka,165,1
Toyota,Rav4,2.5,0,1099900,Hybridni,Automaticka,163,0
Toyota,Camry,2.5,5,1099900,Hybridni,Automaticka,165,0
Skoda,Superb,2.0,23641,1099900,Nafta,Automaticka,142,1
Volvo,Xc60,2.0,40000,1099900,Nafta,Automaticka,145,2
Volvo,Xc90,2.0,93170,1099900,Nafta,Automaticka,173,6
Toyota,Hilux,2.8,0,1099900,Nafta,Manualni,152,1
Toyota,Proace Verso,2.0,13424,1099900,Nafta,Manualni,106,1
Honda,Cr V,2.0,7,1099900,Hybridni,Automaticka,135,1
Toyota,C Hr,2.0,5,1099900,Hybridni,Automaticka,152,1
Audi,A6,3.0,66198,1099900,Nafta,Automaticka,180,3
Volkswagen,Caravelle,2.0,136470,1099900,Nafta,Automaticka,146,6
Ford,F 150,5.0,95000,1099900,Benzin,Automaticka,287,7
Audi,Q8,3.0,202804,1099900,Nafta,Automaticka,210,6
Toyota,Rav4,2.5,2,1099900,Hybridni,Automaticka,166,0
Audi,Q8,3.0,190785,1099900,Nafta,Automaticka,210,6
Audi,A6 Avant,3.0,79500,1099900,Nafta,Automaticka,210,5
Kia,Sorento,2.2,43000,1099980,Nafta,Automaticka,147,3
Audi,Q8,3.0,198000,1099990,Nafta,Automaticka,210,6
Audi,Sq7,4.0,125600,1099990,Nafta,Automaticka,320,7
Ford,Tourneo Custom,2.0,5743,1099990,Nafta,Automaticka,125,2
Ford,Kuga,2.5,1,1099990,Hybridni,Automaticka,178,0
BMW,X4,3.0,131700,1099999,Nafta,Automaticka,250,4
Audi,A7,3.0,187000,1099999,Benzin,Automaticka,250,6
Toyota,Land Cruiser,2.8,113949,1099999,Nafta,Automaticka,130,7
BMW,Rada 3,3.0,112000,1099999,Benzin,Automaticka,275,4
Skoda,Kodiaq,2.0,18465,1099999,Nafta,Automaticka,147,3
Audi,A7,3.0,75318,1099999,Nafta,Automaticka,170,5
Ford,Tourneo Custom,2.0,33302,1099999,Nafta,Automaticka,125,3
Audi,Q7,3.0,159584,1099999,Nafta,Automaticka,210,5
Audi,Rs3,2.5,27754,1099999,Benzin,Automaticka,294,5
BMW,X5,3.0,122103,1099999,Benzin,Automaticka,250,5
Skoda,Kodiaq,2.0,34000,1100000,Nafta,Automaticka,147,2
BMW,M3,3.0,116000,1100000,Benzin,Automaticka,333,7
BMW,M3,3.0,103193,1100000,Benzin,Automaticka,317,10
Honda,Cr V,2.0,50,1100000,Hybridni,Automaticka,135,0
Audi,Q5,2.0,34938,1100000,Nafta,Automaticka,150,2
Audi,S7,4.0,41800,1100000,Benzin,Automaticka,331,8
Volvo,Xc90,2.0,46000,1100000,Nafta,Automaticka,173,4
Skoda,Kodiaq,2.0,18173,1100000,Benzin,Automaticka,180,2
Skoda,Kodiaq,2.0,58360,1100000,Benzin,Automaticka,180,3
Audi,Q7,3.0,117800,1100000,Nafta,Automaticka,200,6
Kia,Sorento,1.6,1990,1100000,Hybridni,Automaticka,132,1
Volvo,Xc90,2.0,70000,1100000,Hybridni,Automaticka,223,5
Porsche,Macan,3.0,157000,1100000,Benzin,Automaticka,250,7
Ford,Mustang,5.0,13257,1100000,Benzin,Manualni,330,5
BMW,Rada 5,2.0,54000,1100000,Benzin,Automaticka,215,5
Toyota,Land Cruiser,2.8,66780,1100000,Nafta,Manualni,130,5
Audi,Q7,3.0,139800,1100000,Nafta,Automaticka,210,5
Skoda,Kodiaq,2.0,20609,1100000,Nafta,Automaticka,147,2
Porsche,911,3.4,83500,1100000,Benzin,Manualni,221,26
Volkswagen,Tayron,1.5,8,1100000,Benzin,Automaticka,110,0
Ford,Tourneo Custom,2.0,49255,1100000,Nafta,Automaticka,125,2
