Značka,Model,Rok,Najeté km,Cena,Palivo,Převodovka,Výkon (kW),Zdroj
Mercedes-Benz,Třída,2010,204981,162000,benzín,automat,135,Autoesa
Volkswagen,Passat,2011,164690,162000,benzín,manual,90,Autoesa
Škoda,Rapid,2013,115875,162000,benzín,manual,63,Autoesa
Mazda,6,2008,221000,162999,Benzín,Manuální,125,Sauto
Mazda,5,2012,200000,162999,Benzín,Manuální,110,Sauto
Peugeot,208,2016,38172,163000,benzín,manual,60,Autoesa
Volkswagen,Touran,2010,190817,163000,benzín,automat,125,Autoesa
Ford,Transit,2013,222463,163400,nafta,manual,74,Autoesa
Bmw,Rada 3,2007,228000,163999,Nafta,Manuální,90,Sauto
Opel,Astra,2016,163841,164000,Nafta,Manuální,81,Sauto
Mercedes Benz,Tridy E,2010,307000,164000,Nafta,Manuální,125,Sauto
Mazda,2,2014,80864,164000,Benzín,Manuální,55,Sauto
Seat,Toledo,2014,123000,164000,Benzín,Manuální,63,Sauto
Opel,Astra,2016,163841,164000,nafta,manual,81,Autoesa
Škoda,Roomster,2012,192950,164000,benzín,automat,77,Autoesa
Renault,Megane,2014,82795,164800,Benzín,Manuální,81,Sauto
Land Rover,Freelander,2007,228348,164900,Nafta,Automatická,118,Sauto
Mazda,3,2013,127000,164900,Benzín,Manuální,77,Sauto
Nissan,Qashqai,2011,169299,164900,Nafta,Manuální,81,Sauto
Opel,Astra,2013,125000,164990,Nafta,Manuální,81,Sauto
Nissan,Navara,2006,234800,164999,Nafta,Manuální,128,Sauto
Mazda,6,2008,200000,164999,Benzín,Manuální,125,Sauto
Renault,Clio,2017,111520,164999,Benzín,Manuální,66,Sauto
Opel,Astra,2011,69659,165000,benzín,manual,103,Autoesa
Opel,Insignia,2014,163154,165000,nafta,automat,125,Autoesa
Opel,Astra,2013,126779,165000,benzín,manual,85,Autoesa
Renault,Mégane,2019,199002,165000,benzín,manual,85,Autoesa
Volkswagen,Golf,2010,163420,165000,Benzín,Manuální,90,Sauto
Dodge,Nitro,2008,143500,165000,Nafta,Manuální,130,Sauto
Citroen,Berlingo,2017,132500,165000,Nafta,Manuální,73,Sauto
BMW,X3,2007,192681,165000,nafta,manual,110,Autoesa
Mercedes Benz,Clk,2006,196000,165000,Benzín,Manuální,125,Sauto
Volkswagen,Touran,2009,153422,165000,nafta,manual,77,Autoesa
Ford,S-MAX,2010,139169,165000,nafta,manual,129,Autoesa
Ford,S-MAX,2013,205228,165000,nafta,automat,103,Autoesa
Renault,Laguna,2014,154050,165000,nafta,manual,96,Autoesa
Renault,Megane,2015,118810,165000,Benzín,Manuální,85,Sauto
Ford,S Max,2013,205228,165000,Nafta,Automatická,103,Sauto
Opel,Insignia,2014,163154,165000,Nafta,Automatická,125,Sauto
Skoda,Fabia,2016,221812,165000,Benzín,Manuální,66,Sauto
Bmw,X3,2007,192681,165000,Nafta,Manuální,110,Sauto
Bmw,X3,2008,206000,165000,Nafta,Automatická,130,Sauto
Ford,Galaxy,2009,164389,165000,nafta,manual,103,Autoesa
Land Rover,Freelander,2011,219760,165000,Nafta,Manuální,118,Sauto
Renault,Mégane,2015,118810,165000,benzín,manual,85,Autoesa
Bmw,Rada 3,2011,260000,165000,Nafta,Manuální,120,Sauto
Ford,Kuga,2009,129551,165000,nafta,manual,100,Autoesa
BMW,Řada,2008,198639,165000,benzín,manual,200,Autoesa
Volkswagen,Up!,2014,94624,165000,benzín,manual,55,Autoesa
Seat,Ibiza,2016,164680,165000,Nafta,Manuální,77,Sauto
Land Rover,Discovery,2003,218000,165000,LPG + benzín,Automatická,136,Sauto
Mazda,6,2012,98000,165000,Benzín,Manuální,114,Sauto
Audi,Q5,2009,412000,165000,Nafta,Automatická,176,Sauto
Ford,Transit,2018,89953,165000,benzín,manual,74,Autoesa
Renault,Scénic,2013,168312,166000,nafta,manual,96,Autoesa
Mazda,5,2010,164717,166900,Benzín,Manuální,107,Sauto
Citroen,C4 Cactus,2016,161435,167000,Nafta,Manuální,73,Sauto
Citroën,C4,2016,161435,167000,nafta,manual,73,Autoesa
Renault,Clio,2013,106150,168000,Benzín,Manuální,55,Sauto
Audi,A6,2008,249054,168000,Nafta,Automatická,171,Sauto
Nissan,Murano,2009,214651,168000,Benzín,Automatická,188,Sauto
Škoda,Superb,2011,134837,168000,benzín,manual,92,Autoesa
Škoda,Citigo,2012,26273,168000,benzín,manual,44,Autoesa
Opel,Astra,2017,177145,168000,Nafta,Manuální,81,Sauto
Škoda,Rapid,2014,153686,168000,benzín,manual,63,Autoesa
Citroen,C4 Cactus,2015,88358,168000,Benzín,Manuální,60,Sauto
Seat,Toledo,2013,165000,168000,Nafta,Manuální,77,Sauto
Mazda,5,2010,153000,168000,Benzín,Manuální,85,Sauto
Renault,Megane,2017,181800,168800,Benzín,Manuální,84,Sauto
Nissan,Qashqai,2009,151970,168900,Benzín,Automatická,104,Sauto
Skoda,Roomster,2015,150240,168900,Benzín,Manuální,77,Sauto
Seat,Ibiza,2016,118800,169000,Benzín,Manuální,55,Sauto
Citroën,C4,2012,180392,169000,nafta,manual,110,Autoesa
Jeep,Grand Cherokee,2006,249000,169000,Nafta,Automatická,160,Sauto
Mercedes-Benz,CLK,2008,151764,169000,benzín,automat,135,Autoesa
Opel,Zafira,2014,189955,169000,Benzín,Manuální,103,Sauto
Audi,A4,2011,320000,169000,Nafta,Manuální,125,Sauto
Volkswagen,Golf,2010,153693,169000,nafta,manual,103,Autoesa
Volkswagen,Polo,2013,124707,169000,benzín,manual,66,Autoesa
Škoda,Rapid,2014,159665,169000,benzín,manual,77,Autoesa
Opel,Zafira,2012,186202,169000,nafta,manual,121,Autoesa
Peugeot,308,2009,232076,169000,nafta,manual,80,Autoesa
Nissan,Qashqai,2011,174000,169000,Nafta,Manuální,110,Sauto
Mazda,2,2010,154990,169000,Benzín,Automatická,75,Sauto
Mazda,6,2014,253000,169000,Nafta,Automatická,129,Sauto
Hyundai,Ix20,2013,123071,169000,benzín,automat,91,Autoesa
Volvo,Xc90,2008,289000,169000,Nafta,Automatická,136,Sauto
Volkswagen,Golf,2012,164152,169000,benzín,manual,90,Autoesa
Volvo,C30,2013,157340,169000,Nafta,Manuální,84,Sauto
Skoda,Rapid,2013,111696,169000,Nafta,Manuální,77,Sauto
Ford,S-MAX,2011,197100,169000,nafta,automat,147,Autoesa
BMW,Řada,2009,203266,169000,benzín,manual,160,Autoesa
Seat,Exeo,2012,125707,169000,Benzín,Manuální,118,Sauto
Opel,Astra,2015,110323,169000,benzín,manual,88,Autoesa
Nissan,Note,2014,100000,169000,Benzín,Manuální,72,Sauto
Nissan,Qashqai,2011,177198,169000,Benzín,Manuální,86,Sauto
Škoda,Rapid,2013,111696,169000,nafta,manual,77,Autoesa
Bmw,Rada 3,2009,203266,169000,Benzín,Manuální,160,Sauto
Peugeot,Rcz,2010,140855,169000,Benzín,Manuální,115,Sauto
Volvo,V60,2012,200000,169000,Nafta,Automatická,84,Sauto
Opel,Astra,2016,133088,169000,Nafta,Manuální,81,Sauto
Audi,Tt,2005,181302,169000,Benzín,Manuální,110,Sauto
Jeep,Cherokee,2005,200000,169000,Nafta,Automatická,120,Sauto
Volkswagen,Golf,2011,131147,169000,benzín,manual,90,Autoesa
Citroën,Jumper,2014,239600,169400,nafta,manual,110,Autoesa
Kia,Cee D,2014,99500,169877,Benzín,Manuální,73,Sauto
Nissan,Qashqai,2012,192720,169900,Nafta,Automatická,110,Sauto
Nissan,Qashqai,2011,190817,169900,Nafta,Manuální,96,Sauto
Peugeot,308,2015,160050,169900,Nafta,Manuální,85,Sauto
Nissan,Qashqai,2013,179500,169900,Nafta,Manuální,96,Sauto
Opel,Corsa,2017,116083,169900,Nafta,Manuální,70,Sauto
Citroen,C4,2016,199046,169900,Nafta,Manuální,88,Sauto
Seat,Leon,2010,207000,169900,Nafta,Manuální,125,Sauto
Land Rover,Freelander,2008,237570,169900,Nafta,Manuální,118,Sauto
Kia,Cee D,2013,128807,169900,Benzín,Manuální,99,Sauto
Peugeot,308,2013,126667,169900,Nafta,Automatická,82,Sauto
Mazda,6,2009,198000,169900,Benzín,Manuální,125,Sauto
Mazda,3,2014,249097,169900,Benzín,Manuální,88,Sauto
Nissan,Qashqai,2009,182230,169900,Benzín,Automatická,104,Sauto
Land Rover,Freelander,2009,217761,169900,Nafta,Automatická,112,Sauto
Mazda,6,2010,161000,169900,Benzín,Manuální,114,Sauto
Citroen,C4 Cactus,2015,146329,169900,Benzín,Manuální,60,Sauto
Land Rover,Freelander,2009,248176,169900,Nafta,Automatická,118,Sauto
Hyundai,I30,2015,137344,169990,Benzín,Manuální,88,Sauto
Nissan,Nv200,2011,124000,169990,Benzín,Manuální,81,Sauto
Citroen,Grand C4 Picasso,2014,239202,169990,Nafta,Manuální,88,Sauto
Mazda,6,2008,187500,169999,Benzín,Manuální,125,Sauto
Mazda,6,2008,120038,169999,Benzín,Manuální,108,Sauto
Renault,Grand Espace,2014,220000,169999,Nafta,Automatická,127,Sauto
Nissan,Qashqai,2011,99965,169999,Benzín,Manuální,86,Sauto
Mazda,6,2016,238000,169999,Nafta,Manuální,110,Sauto
Bmw,Rada 5,2015,294437,169999,Nafta,Automatická,160,Sauto
Jeep,Cherokee,2007,239675,169999,Nafta,Automatická,120,Sauto
Mercedes Benz,Viano,2006,294741,169999,Nafta,Automatická,150,Sauto
Peugeot,5008,2014,98245,169999,Benzín,Manuální,88,Sauto
Peugeot,308,2015,135252,169999,Benzín,Manuální,96,Sauto
Bmw,Rada 1,2012,200690,170000,Benzín,Manuální,125,Sauto
Opel,Astra,2015,94300,170000,benzín,manual,85,Autoesa
Opel,Astra,2016,119329,170000,nafta,manual,100,Autoesa
Opel,Astra,2014,121500,170000,benzín,manual,88,Autoesa
Renault,Scénic,2014,83603,170000,benzín,manual,97,Autoesa
Opel,Astra,2016,119329,170000,Nafta,Manuální,100,Sauto
Hyundai,I40,2015,158963,170000,nafta,manual,100,Autoesa
Volkswagen,Polo,2016,181486,170000,Nafta,Manuální,66,Sauto
Ford,Transit,2012,189752,170000,nafta,manual,74,Autoesa
Kia,Cee D,2013,147880,170000,Benzín,Manuální,99,Sauto
Peugeot,508,2015,167371,170000,nafta,manual,88,Autoesa
Nissan,Qashqai,2011,178152,170000,Benzín,Automatická,104,Sauto
Renault,Koleos,2014,212789,170000,nafta,automat,127,Autoesa
Volkswagen,Passat,2014,242963,170000,Nafta,Manuální,103,Sauto
Volkswagen,Golf,2011,151624,170000,benzín,manual,118,Autoesa
Mazda,6,2014,258467,170000,Nafta,Manuální,129,Sauto
Nissan,Juke,2015,128168,170000,benzín,manual,85,Autoesa
Hyundai,I40,2015,167420,170000,nafta,manual,100,Autoesa
Volkswagen,Golf,2011,119117,170000,benzín,manual,77,Autoesa
Peugeot,Partner,2016,116541,170000,Nafta,Manuální,55,Sauto
Volkswagen,Golf,2011,133737,170000,benzín,manual,77,Autoesa
Skoda,Octavia,2010,32748,170000,Benzín,Manuální,75,Sauto
Seat,Toledo,2014,150941,170000,Benzín,Manuální,63,Sauto
Nissan,Juke,2015,128168,170000,Benzín,Manuální,85,Sauto
Volkswagen,Passat,2009,147656,170000,nafta,automat,125,Autoesa
Volkswagen,Polo,2016,181486,170000,nafta,manual,66,Autoesa
Kia,Sorento,2010,159000,170000,Nafta,Manuální,145,Sauto
Mercedes-Benz,Třída,2011,120503,170000,nafta,manual,80,Autoesa
Peugeot,5008,2015,177717,170000,nafta,manual,88,Autoesa
BMW,Řada,2012,181533,170000,nafta,manual,85,Autoesa
Citroën,C4,2013,184960,170000,nafta,automat,85,Autoesa
Peugeot,3008,2015,131398,170000,Nafta,Automatická,88,Sauto
Volkswagen,Polo,2011,109865,170000,benzín,manual,51,Autoesa
Škoda,Superb,2014,265300,170000,benzín,automat,191,Autoesa
Škoda,Rapid,2014,138028,170000,benzín,manual,77,Autoesa
Citroen,Ds4,2012,118150,170000,Nafta,Manuální,82,Sauto
Volkswagen,Golf,2013,138468,170000,benzín,manual,77,Autoesa
Nissan,Juke,2015,158091,170000,Benzín,Manuální,85,Sauto
Ford,C-MAX,2014,160509,170000,nafta,manual,85,Autoesa
Ford,Mondeo,2016,287980,170000,nafta,manual,110,Autoesa
Renault,Mégane,2015,139357,170000,benzín,automat,97,Autoesa
Opel,Insignia,2012,178932,170000,Benzín,Automatická,191,Sauto
Seat,Toledo,2015,101247,170000,Benzín,Manuální,66,Sauto
Volkswagen,Golf,2012,124500,170000,benzín,manual,77,Autoesa
Kia,Cee D,2016,208435,170000,Benzín,Manuální,99,Sauto
Opel,Astra,2015,94300,170000,Benzín,Manuální,85,Sauto
Renault,Clio,2017,78590,170000,Benzín,Manuální,54,Sauto
Nissan,Note,2015,98398,170000,Benzín,Manuální,59,Sauto
Citroën,C4,2014,216293,170000,nafta,manual,110,Autoesa
Hyundai,Ix35,2011,143254,170000,Nafta,Manuální,85,Sauto
Citroën,Berlingo,2017,101070,170000,nafta,manual,73,Autoesa
Renault,Megane,2015,139357,170000,Benzín,Automatická,97,Sauto
Renault,Clio,2018,61225,170000,Benzín,Manuální,54,Sauto
Peugeot,308,2017,198308,170000,nafta,automat,88,Autoesa
Opel,Astra,2015,139610,170000,Nafta,Manuální,81,Sauto
Opel,Mokka,2012,110692,170000,benzín,manual,103,Autoesa
Bmw,X3,2010,198114,170000,Nafta,Automatická,130,Sauto
Citroen,C4 Picasso,2014,216293,170000,Nafta,Manuální,110,Sauto
Seat,Toledo,2015,118084,170000,nafta,manual,77,Autoesa
Hyundai,Ix35,2011,143254,170000,nafta,manual,85,Autoesa
Opel,Insignia,2012,178932,170000,benzín,automat,191,Autoesa
Audi,A1,2012,110453,170000,Benzín,Manuální,90,Sauto
Citroen,Berlingo,2013,223000,170000,Nafta,Automatická,68,Sauto
Seat,Toledo,2015,118084,170000,Nafta,Manuální,77,Sauto
Opel,Meriva,2015,35662,170000,benzín,manual,74,Autoesa
Kia,Ceed,2013,147880,170000,benzín,manual,99,Autoesa
Renault,Scénic,2016,141731,170000,nafta,manual,81,Autoesa
Citroën,DS4,2012,118150,170000,nafta,manual,82,Autoesa
Renault,Clio,2016,80817,170000,Benzín,Manuální,54,Sauto
Renault,Clio,2018,61225,170000,benzín,manual,54,Autoesa
Nissan,Juke,2012,111905,170000,Benzín,Manuální,86,Sauto
Opel,Insignia,2012,181000,170000,Nafta,Automatická,143,Sauto
Bmw,Rada 3,2009,173065,172000,Benzín,Automatická,160,Sauto
Renault,Megane,2017,179683,172000,Nafta,Manuální,66,Sauto
Volkswagen,Touran,2011,190115,172000,nafta,automat,77,Autoesa
Volkswagen,Golf,2011,117531,172000,benzín,manual,90,Autoesa
Hyundai,Ix35,2015,235197,172000,nafta,manual,85,Autoesa
BMW,Řada,2009,173065,172000,benzín,automat,160,Autoesa
Audi,A3,2012,110481,172000,benzín,manual,77,Autoesa
Renault,Mégane,2017,179683,172000,nafta,manual,66,Autoesa
Audi,A3,2012,110481,172000,Benzín,Manuální,77,Sauto
Škoda,Superb,2013,168293,173000,nafta,manual,77,Autoesa
Ford,Transit,2009,176953,173000,nafta,manual,63,Autoesa
Hyundai,Ix35,2012,193078,173000,nafta,manual,100,Autoesa
Škoda,Rapid,2015,160798,173000,benzín,manual,81,Autoesa
Hyundai,Ix35,2012,193078,173000,Nafta,Manuální,100,Sauto
Peugeot,2008,2014,167529,173000,nafta,manual,84,Autoesa
Opel,Corsa,2017,110000,174000,Benzín,Manuální,66,Sauto
Hyundai,Ix35,2011,135411,174000,nafta,manual,85,Autoesa
Citroën,C4,2015,128784,174000,benzín,manual,81,Autoesa
Volkswagen,Golf,2013,222129,174000,nafta,manual,77,Autoesa
Mazda,3,2010,127000,174900,Benzín,Manuální,77,Sauto
Mazda,2,2014,106690,174900,Benzín,Manuální,62,Sauto
Nissan,Qashqai,2011,190512,174900,Nafta,Manuální,110,Sauto
Kia,Cee D,2015,167000,174900,Nafta,Manuální,100,Sauto
Seat,Ibiza,2015,112779,174900,Nafta,Manuální,77,Sauto
Citroen,C3,2018,42000,174900,Benzín,Manuální,50,Sauto
Hyundai,Ix35,2013,152852,174990,Benzín,Manuální,99,Sauto
Nissan,Qashqai,2015,148303,174990,Benzín,Manuální,85,Sauto
Land Rover,Freelander,2012,202156,174999,Nafta,Manuální,110,Sauto
Mazda,6,2009,168368,174999,Benzín,Manuální,125,Sauto
Volkswagen,Golf,2012,140895,175000,benzín,manual,63,Autoesa
Peugeot,508,2014,218000,175000,Nafta,Automatická,150,Sauto
Opel,Astra,2019,134598,175000,nafta,manual,81,Autoesa
Peugeot,2008,2017,135382,175000,nafta,manual,73,Autoesa
Hyundai,I30,2014,93914,175000,benzín,manual,99,Autoesa
Seat,Ibiza,2014,45600,175000,Benzín,Manuální,63,Sauto
Kia,Cee D,2014,127292,175000,Nafta,Manuální,94,Sauto
Mercedes Benz,Tridy C,2011,259398,175000,Nafta,Automatická,170,Sauto
Opel,Astra,2014,139058,175000,Benzín,Manuální,132,Sauto
Citroën,C4,2015,100036,175000,benzín,manual,96,Autoesa
Ford,Focus,2015,206813,175000,Nafta,Automatická,88,Sauto
Ford,Fiesta,2018,167380,175000,Benzín,Manuální,51,Sauto
Opel,Astra,2014,139058,175000,benzín,manual,132,Autoesa
Nissan,Qashqai,2012,192000,175000,Nafta,Manuální,81,Sauto
Opel,Astra,2013,107594,175000,benzín,manual,103,Autoesa
Kia,Ceed,2014,127292,175000,nafta,manual,94,Autoesa
Kia,Venga,2013,121149,175000,benzín,manual,92,Autoesa
Ford,Fiesta,2018,167380,175000,benzín,manual,51,Autoesa
Ford,Transit,2012,214510,175000,nafta,manual,74,Autoesa
Mazda,Cx 7,2010,134000,175000,Nafta,Manuální,127,Sauto
Jeep,Compass,2013,180000,175000,Nafta,Manuální,100,Sauto
Renault,Master,2011,242595,175000,nafta,manual,74,Autoesa
Volkswagen,Tiguan,2009,147132,175000,benzín,automat,110,Autoesa
Mercedes Benz,Tridy B,2010,120409,175000,Benzín,Manuální,100,Sauto
Nissan,Qashqai,2010,244000,175000,Nafta,Manuální,110,Sauto
Opel,Zafira,2014,110340,175000,benzín,manual,103,Autoesa
Opel,Astra,2013,107594,175000,Benzín,Manuální,103,Sauto
Seat,Leon,2013,152587,175000,Benzín,Manuální,77,Sauto
Renault,Mégane,2015,89647,175000,benzín,manual,85,Autoesa
Bmw,Rada 1,2015,120700,175000,Benzín,Manuální,80,Sauto
Seat,Leon,2013,152587,175000,benzín,manual,77,Autoesa
BMW,Řada,2012,88572,175000,benzín,manual,100,Autoesa
Renault,Trafic,2011,188900,175000,Nafta,Manuální,66,Sauto
Audi,A6 Allroad,2008,309000,175000,Nafta,Automatická,171,Sauto
Jeep,Grand Cherokee,2008,253408,175000,Nafta,Automatická,160,Sauto
Kia,Venga,2013,121149,175000,Benzín,Manuální,92,Sauto
Renault,Scénic,2013,111558,175000,nafta,manual,96,Autoesa
Mercedes-Benz,Třída,2011,151872,175000,nafta,manual,80,Autoesa
Opel,Insignia,2014,149758,175000,nafta,manual,96,Autoesa
Nissan,Qashqai,2011,196500,176000,Nafta,Manuální,110,Sauto
Mazda,6,2014,195083,177000,Nafta,Manuální,110,Sauto
Seat,Ibiza,2013,221650,177771,Benzín,Automatická,110,Sauto
Kia,Picanto,2015,9822,178000,benzín,manual,48,Autoesa
Renault,Scenic,2012,149539,178000,Benzín,Manuální,96,Sauto
Citroën,C4,2015,102801,178000,nafta,manual,85,Autoesa
Seat,Leon,2015,205720,178000,Nafta,Manuální,77,Sauto
Volvo,V40,2013,231656,178000,Nafta,Manuální,84,Sauto
Citroen,Ds4,2011,190472,178000,Benzín,Manuální,147,Sauto
Mazda,Cx 7,2010,128000,178000,Nafta,Manuální,127,Sauto
Opel,Astra,2017,187000,178600,Nafta,Automatická,100,Sauto
Skoda,Octavia,2012,141000,178900,Nafta,Manuální,77,Sauto
Bmw,Rada 3,2011,216334,178900,Nafta,Automatická,180,Sauto
Audi,A3,2010,173747,178999,Benzín,Automatická,92,Sauto
Škoda,Octavia,2014,247789,179000,nafta,manual,77,Autoesa
Jeep,Grand Cherokee,2007,198000,179000,Nafta,Automatická,160,Sauto
Renault,Grand,2015,101261,179000,benzín,manual,85,Autoesa
Nissan,Patrol,2001,96400,179000,Nafta,Automatická,116,Sauto
Porsche,Cayenne,2004,195000,179000,Benzín,Automatická,250,Sauto
Citroën,C3,2016,80707,179000,benzín,manual,81,Autoesa
Škoda,Rapid,2013,113216,179000,nafta,manual,77,Autoesa
Mazda,5,2014,172700,179000,Benzín,Manuální,110,Sauto
Peugeot,5008,2014,172579,179000,nafta,manual,84,Autoesa
Nissan,X Trail,2008,160000,179000,Benzín,Automatická,124,Sauto
Citroen,Berlingo,2014,154129,179000,Benzín,Manuální,88,Sauto
Peugeot,3008,2014,151488,179000,nafta,manual,84,Autoesa
Volvo,C30,2012,102234,179000,Nafta,Manuální,84,Sauto
Citroen,C4 Cactus,2016,108150,179000,Benzín,Manuální,81,Sauto
Land Rover,Range Rover Sport,2006,199252,179000,Nafta,Automatická,140,Sauto
Land Rover,Discovery,1999,240000,179000,Nafta,Automatická,102,Sauto
Opel,Corsa,2019,80596,179000,Benzín,Manuální,51,Sauto
Škoda,Octavia,2014,208361,179000,nafta,manual,77,Autoesa
Jeep,Grand Cherokee,2007,202180,179000,Nafta,Automatická,160,Sauto
Seat,Ibiza,2011,58021,179000,benzín,automat,77,Autoesa
Peugeot,208,2017,42265,179000,Benzín,Manuální,60,Sauto
Jeep,Grand Cherokee,2007,253000,179000,Nafta,Automatická,160,Sauto
Peugeot,308,2019,170879,179000,Benzín,Manuální,96,Sauto
Citroën,C4,2015,111715,179000,benzín,manual,81,Autoesa
Volkswagen,Passat,2011,184931,179000,nafta,automat,103,Autoesa
Kia,Sportage,2010,159000,179000,Benzín,Manuální,99,Sauto
Peugeot,2008,2018,100000,179000,Benzín,Manuální,60,Sauto
Volvo,Xc60,2009,273000,179000,Nafta,Manuální,120,Sauto
Citroën,Berlingo,2017,131239,179000,benzín,manual,81,Autoesa
Seat,Mii,2019,41828,179000,Benzín,Manuální,44,Sauto
Škoda,Fabia,2017,188502,179000,nafta,manual,66,Autoesa
Opel,Astra,2016,169730,179000,Nafta,Manuální,81,Sauto
Seat,Toledo,2014,220000,179000,Nafta,Manuální,77,Sauto
Škoda,Octavia,2016,229696,179000,nafta,manual,110,Autoesa
Nissan,Qashqai,2011,166450,179000,Nafta,Manuální,110,Sauto
Jeep,Grand Cherokee,2006,199000,179000,Nafta,Automatická,160,Sauto
Jeep,Grand Cherokee,2006,257000,179000,Nafta,Automatická,160,Sauto
Seat,Altea,2011,107536,179000,Benzín,Manuální,77,Sauto
Land Rover,Freelander,2008,190228,179000,Nafta,Automatická,118,Sauto
Renault,Grand Scenic,2015,101261,179000,Benzín,Manuální,85,Sauto
Opel,Astra,2016,169730,179000,nafta,manual,81,Autoesa
Nissan,Qashqai,2010,168000,179000,Benzín,Manuální,104,Sauto
Renault,Megane,2012,173008,179000,Nafta,Manuální,96,Sauto
Ford,Kuga,2011,177975,179800,Nafta,Manuální,103,Sauto
Opel,Zafira,2016,191168,179800,Nafta,Manuální,100,Sauto
Nissan,Qashqai,2011,151325,179900,Benzín,Manuální,86,Sauto
Citroen,Berlingo,2016,184500,179900,Nafta,Manuální,73,Sauto
Peugeot,308,2017,185678,179900,Nafta,Manuální,88,Sauto
Mazda,5,2010,142351,179900,Benzín,Manuální,110,Sauto
Volvo,V60,2013,147000,179900,Nafta,Manuální,84,Sauto
Porsche,Cayenne,2005,202000,179900,Benzín,Automatická,184,Sauto
Land Rover,Freelander,2008,182510,179900,Nafta,Automatická,112,Sauto
Volvo,V60,2011,247750,179900,Nafta,Automatická,120,Sauto
Bmw,Rada 3,2012,217000,179900,Nafta,Manuální,135,Sauto
Hyundai,I10,2018,61730,179900,Benzín,Manuální,49,Sauto
Opel,Insignia,2009,248143,179900,Benzín,Automatická,191,Sauto
Nissan,X Trail,2010,203000,179900,Nafta,Manuální,110,Sauto
Seat,Leon,2015,187299,179900,Nafta,Manuální,81,Sauto
Audi,A3,2011,145097,179900,Benzín,Manuální,92,Sauto
Peugeot,308,2016,124776,179990,Nafta,Manuální,88,Sauto
Kia,Sportage,2013,151002,179990,Nafta,Manuální,85,Sauto
Nissan,Pathfinder,2007,202000,179990,Nafta,Manuální,126,Sauto
Jeep,Grand Cherokee,2007,204000,179999,Nafta,Automatická,160,Sauto
Opel,Zafira,2011,164415,179999,Benzín,Manuální,103,Sauto
Peugeot,208,2018,80009,179999,Benzín,Manuální,61,Sauto
Audi,A3,2012,189072,179999,Nafta,Manuální,66,Sauto
Bmw,X1,2011,165165,179999,Nafta,Manuální,105,Sauto
Audi,Q5,2009,333388,179999,Nafta,Automatická,125,Sauto
Volvo,V70,2015,373000,179999,Nafta,Automatická,147,Sauto
Volkswagen,Golf,2014,204634,180000,nafta,manual,77,Autoesa
