Značka,Model,Najeté km,Cena,Palivo,Převodovka,Výkon (kW),Stari
Seat,Toledo,97326,250000,Benzin,Manualni,81,7
Peugeot,2008,53952,250000,Benzin,Manualni,81,8
Ford,C-Max,111005,250000,Nafta,Manualni,88,8
Volkswagen,Passat,193495,250000,Nafta,Automaticka,103,11
Nissan,Micra,85700,250000,Benzin,Manualni,74,6
Peugeot,308,96808,250000,Benzin,Automaticka,96,10
Peugeot,2008,57791,250000,Benzin,Manualni,60,7
Nissan,X-Trail,183437,250000,Nafta,Manualni,96,11
Peugeot,2008,77436,250000,Benzin,Manualni,96,6
BMW,X5,177608,250000,Nafta,Automaticka,173,15
Peugeot,Boxer,217205,250000,Nafta,Manualni,103,5
Nissan,Navara,184752,250000,Nafta,Manualni,106,11
Peugeot,2008,66433,250000,Nafta,Manualni,68,10
Mazda,2,14801,250000,Benzin,Manualni,55,10
Seat,Alhambra,180232,250000,Nafta,Manualni,103,12
Seat,Leon,176147,250000,Nafta,Manualni,110,10
Volvo,V60,163896,250000,Nafta,Automaticka,110,10
Skoda,Yeti,118057,250000,Benzin,Manualni,81,10
Peugeot,308,84441,250000,Nafta,Manualni,88,9
Audi,A3,91243,250000,Nafta,Manualni,103,14
Kia,Sportage,140450,250000,Nafta,Manualni,85,13
Mazda,Cx 5,135390,250000,Benzin,Manualni,121,11
Renault,Captur,61262,250000,Benzin,Manualni,66,8
Skoda,Superb,182484,250000,Nafta,Automaticka,103,11
Kia,Carens,71507,250000,Nafta,Manualni,104,8
Ford,Kuga,241000,250000,Nafta,Automaticka,110,8
Skoda,Octavia,202853,250000,Nafta,Automaticka,85,8
Hyundai,Ix35,62116,250000,Benzin,Manualni,99,11
Citroen,C3,62401,250000,Benzin,Automaticka,81,8
Peugeot,5008,146339,250000,Nafta,Manualni,110,9
Volkswagen,Passat,171942,250000,Benzin,Manualni,92,10
Seat,Alhambra,216334,250000,Nafta,Automaticka,110,10
Nissan,X Trail,183437,250000,Nafta,Manualni,96,11
Audi,Q7,197167,250000,Nafta,Automaticka,176,17
Seat,Alhambra,286000,250000,Nafta,Manualni,103,12
Volkswagen,Golf,76000,250000,Benzin,Automaticka,122,10
Citroen,C3,71198,250000,Benzin,Manualni,81,6
Mazda,6,241464,250000,Nafta,Automaticka,129,9
Skoda,Superb,160918,250000,Nafta,Manualni,77,10
Opel,Crossland,104061,250000,Nafta,Manualni,75,5
Volkswagen,Touran,171532,250000,Nafta,Automaticka,103,13
Peugeot,2008,35306,250000,Benzin,Manualni,60,7
Citroen,Ds4,92297,250000,Nafta,Automaticka,88,9
Nissan,Pathfinder,204554,250000,Nafta,Automaticka,126,15
Skoda,Octavia,223782,250000,Nafta,Manualni,135,12
Renault,Megane,136370,250000,Nafta,Manualni,96,8
Renault,Scenic,180933,250000,Nafta,Manualni,88,6
Ford,Tourneo,158050,250000,Nafta,Manualni,70,11
Kia,Sorento,143894,250000,Nafta,Automaticka,145,14
Audi,A4 Allroad,194700,250000,Nafta,Manualni,125,13
Jeep,Compass,89343,250000,Nafta,Manualni,120,12
Opel,Crossland,36924,250000,Benzin,Manualni,60,8
Ford,Galaxy,150774,250000,Nafta,Automaticka,120,11
Kia,Sportage,92616,250000,Benzin,Manualni,99,9
Hyundai,Tucson,223439,250000,Nafta,Manualni,85,10
Audi,A3,91243,250000,Nafta,Manualni,103,14
Nissan,Qashqai,114765,250000,Benzin,Manualni,85,11
Audi,Q7,197167,250000,Nafta,Automaticka,176,17
Volvo,Xc90,239751,250000,Nafta,Automaticka,136,15
Seat,Alhambra,153132,250000,Nafta,Manualni,103,14
Volkswagen,Golf,182427,250000,Nafta,Automaticka,81,9
Audi,A6,244981,250000,Nafta,Automaticka,150,11
Peugeot,308,97588,250000,Nafta,Manualni,96,6
Audi,A1,136349,250000,Benzin,Automaticka,136,11
Seat,Alhambra,229393,250000,Nafta,Manualni,103,14
Volkswagen,Passat,175303,250000,Nafta,Automaticka,130,12
Volkswagen,Tiguan,135517,250000,Benzin,Manualni,118,13
Volkswagen,Golf,141392,250000,Benzin,Automaticka,77,11
Mazda,Cx 5,210034,250000,Nafta,Manualni,110,10
Peugeot,208,86865,250000,Benzin,Manualni,55,6
Volkswagen,Golf,104549,250000,Benzin,Manualni,103,11
Volkswagen,Tiguan,177266,250000,Nafta,Manualni,103,15
Seat,Ibiza,54741,250000,Benzin,Manualni,66,7
Skoda,Fabia,96249,250000,Benzin,Manualni,70,6
Nissan,X Trail,280070,250001,Nafta,Manualni,130,7
Peugeot,Rifter,131189,250800,Nafta,Manualni,75,6
Peugeot,308,113552,251000,Nafta,Manualni,75,6
Renault,Kangoo,112757,251200,Nafta,Manualni,70,5
Skoda,Octavia,155351,252000,Nafta,Automaticka,85,8
Volkswagen,Golf,158054,252000,Benzin,Automaticka,81,9
Hyundai,Ix35,146310,252000,Nafta,Manualni,100,11
Peugeot,308,159348,252000,Nafta,Automaticka,110,8
Opel,Mokka,127322,252000,Nafta,Manualni,100,8
Skoda,Octavia,144958,253000,Benzin,Automaticka,132,12
Kia,Cee D,67500,253999,Benzin,Manualni,73,7
Skoda,Fabia,41221,254000,Benzin,Manualni,70,6
Citroen,C4,77480,254000,Benzin,Manualni,96,8
Volkswagen,Transporter,221562,254100,Nafta,Manualni,103,14
Ford,Transit,126929,254100,Nafta,Manualni,74,9
Ford,Transit,131275,254100,Nafta,Manualni,74,11
Ford,Transit,195545,254100,Nafta,Manualni,74,9
Ford,Focus,132974,255000,Nafta,Automaticka,110,10
Kia,Sportage,155348,255000,Benzin,Automaticka,120,14
Volkswagen,Passat,169990,255000,Nafta,Automaticka,130,11
Renault,Talisman,122061,255000,Benzin,Automaticka,110,9
Citroen,C3,38435,255000,Benzin,Manualni,61,4
Seat,Alhambra,202633,255000,Nafta,Manualni,103,13
Hyundai,I30,142726,255000,Nafta,Manualni,85,4
Peugeot,308,161150,255000,Nafta,Automaticka,133,9
Seat,Leon,184139,255000,Nafta,Automaticka,135,11
Peugeot,2008,82514,255000,Benzin,Automaticka,81,8
Peugeot,2008,89630,255000,Nafta,Manualni,75,6
Kia,Sportage,155348,255000,Benzin,Automaticka,120,14
Renault,Scenic,150271,255000,Benzin,Manualni,97,8
Renault,Kadjar,83133,255000,Benzin,Manualni,96,8
Kia,Carens,112420,255000,Nafta,Manualni,100,10
Kia,Sportage,166253,255000,Nafta,Automaticka,135,10
Ford,Focus,132974,255000,Nafta,Automaticka,110,10
BMW,Rada 1,147000,255000,Benzin,Manualni,125,12
Hyundai,I20,21060,255000,Benzin,Manualni,55,5
Skoda,Octavia,158440,255000,Nafta,Manualni,110,9
Volkswagen,Golf,146269,255000,Nafta,Manualni,110,10
Kia,Sportage,166253,255000,Nafta,Automaticka,135,10
Hyundai,I30,142726,255000,Nafta,Manualni,85,4
Peugeot,308,47545,255000,Benzin,Manualni,96,4
Volkswagen,Sharan,230786,255000,Nafta,Automaticka,125,14
Citroen,C3,38435,255000,Benzin,Manualni,61,4
Nissan,Qashqai,98000,256000,Benzin,Manualni,86,13
Volvo,V60,245000,257000,Benzin,Automaticka,243,13
Ford,Ecosport,38060,257000,Benzin,Manualni,92,10
Skoda,Fabia,36705,257000,Benzin,Manualni,70,6
Skoda,Fabia,110422,257000,Benzin,Manualni,81,7
Nissan,Juke,61000,257700,Benzin,Manualni,85,7
Kia,Sportage,70869,258000,Benzin,Manualni,99,11
Peugeot,508,132555,258000,Nafta,Automaticka,150,11
Citroen,C4 Picasso,105000,258000,Nafta,Automaticka,88,9
Land Rover,Range Rover Evoque,241800,258000,Nafta,Manualni,110,14
Peugeot,308,133204,258000,Nafta,Manualni,96,5
Ford,Fiesta,41969,258000,Benzin,Manualni,74,6
Citroen,C3,12499,258000,Benzin,Manualni,61,5
Renault,Kangoo,57529,258800,Nafta,Manualni,66,5
Peugeot,308,119985,258900,Benzin,Manualni,75,6
Seat,Ibiza,122523,258900,Nafta,Manualni,70,5
Kia,Cee D,89942,258900,Benzin,Manualni,99,9
Volvo,C70,151337,259000,Nafta,Manualni,110,13
BMW,Rada 5,277458,259000,Nafta,Automaticka,190,14
Skoda,Octavia,236000,259000,Nafta,Manualni,110,9
BMW,Rada 3,200000,259000,Nafta,Manualni,135,13
Opel,Crossland,20242,259000,Benzin,Manualni,61,4
Audi,A4 Allroad,199900,259000,Benzin,Automaticka,155,14
Renault,Megane,101360,259000,Benzin,Manualni,103,5
Seat,Ibiza,34451,259000,Benzin,Manualni,66,2
Land Rover,Freelander,143000,259000,Nafta,Automaticka,140,14
Citroen,Grand C4 Picasso,103145,259000,Nafta,Manualni,110,10
Skoda,Octavia,210552,259000,Nafta,Manualni,135,11
Skoda,Octavia,220101,259000,Nafta,Manualni,85,6
Jeep,Grand Cherokee,179000,259000,Nafta,Automaticka,160,18
Volvo,V60,156389,259000,Nafta,Automaticka,100,11
Hyundai,I30,76627,259000,Benzin,Manualni,88,7
Opel,Insignia,156753,259000,Nafta,Manualni,125,10
Peugeot,208,132818,259000,Benzin,Automaticka,81,8
Citroen,C3,49500,259000,Benzin,Manualni,61,6
Volkswagen,Sportsvan,95273,259000,Nafta,Manualni,81,9
Volkswagen,Golf,175352,259000,Benzin,Manualni,92,10
Hyundai,I30,76627,259000,Benzin,Manualni,88,7
Volkswagen,Beetle,58250,259000,Benzin,Manualni,77,10
Skoda,Yeti,223161,259000,Nafta,Manualni,103,11
Volkswagen,Passat,286410,259000,Nafta,Automaticka,140,9
Skoda,Yeti,223161,259000,Nafta,Manualni,103,11
Land Rover,Freelander,61114,259000,Nafta,Automaticka,118,18
Skoda,Rapid,110898,259000,Benzin,Automaticka,81,6
Seat,Toledo,77684,259000,Benzin,Manualni,81,9
Opel,Insignia,104393,259000,Nafta,Manualni,125,10
Skoda,Octavia,185790,259000,Nafta,Manualni,85,7
Peugeot,308,123076,259000,Nafta,Manualni,96,7
BMW,X5,302960,259000,Nafta,Automaticka,180,13
Ford,Mondeo,177768,259000,Nafta,Manualni,110,9
Skoda,Fabia,94505,259000,Benzin,Manualni,70,5
Hyundai,Tucson,215089,259800,Nafta,Manualni,85,8
Audi,A5,243518,259900,Nafta,Automaticka,150,12
Jeep,Grand Cherokee,267000,259900,Nafta,Automaticka,177,13
Volvo,Xc90,221236,259900,Benzin,Automaticka,175,16
Volkswagen,Tiguan,66096,259990,Benzin,Manualni,90,13
Mazda,Cx 5,198210,259990,Benzin,Automaticka,135,11
Kia,Cee D,82657,259990,Benzin,Manualni,99,7
Opel,Corsa,27000,259990,Benzin,Manualni,55,5
Citroen,Grand C4 Picasso,155699,259999,Nafta,Automaticka,110,9
Citroen,C3 Aircross,86989,259999,Benzin,Manualni,61,6
Opel,Crossland X,111222,259999,Benzin,Manualni,61,5
Mazda,6,243050,259999,Nafta,Automaticka,129,9
Hyundai,I30,187371,259999,Nafta,Automaticka,85,5
BMW,I3,118704,259999,Elektro,Automaticka,125,10
Volkswagen,Touran,179241,260000,Nafta,Automaticka,103,13
Volkswagen,Golf,138782,260000,Benzin,Automaticka,81,10
Volvo,S80,138000,260000,Nafta,Manualni,151,16
Audi,A4,193596,260000,Nafta,Manualni,130,13
Citroen,C4,166654,260000,Nafta,Manualni,110,11
Citroen,C4,94060,260000,Nafta,Manualni,88,8
Nissan,Qashqai,134623,260000,Nafta,Manualni,96,10
BMW,X1,182759,260000,Nafta,Automaticka,135,13
Ford,Focus,84178,260000,Nafta,Manualni,70,5
Peugeot,2008,37331,260000,Benzin,Automaticka,81,8
Mazda,6,184911,260000,Nafta,Manualni,110,8
Audi,A4 Avant,270987,260000,Nafta,Automaticka,180,10
Jeep,Compass,53995,260000,Nafta,Manualni,120,13
Opel,Crossland,92887,260000,Benzin,Manualni,81,6
Seat,Alhambra,192889,260000,Nafta,Manualni,103,11
Skoda,Fabia,125617,260000,Benzin,Manualni,70,4
Citroen,C4 Picasso,94060,260000,Nafta,Manualni,88,8
Nissan,Juke,74719,260000,Benzin,Automaticka,86,7
Ford,Fiesta,74780,260000,Benzin,Manualni,74,4
Peugeot,308,72960,260000,Benzin,Automaticka,96,6
Opel,Astra,126937,260000,Nafta,Manualni,90,4
Citroen,C3,107000,260000,Benzin,Automaticka,81,5
Kia,Sportage,122713,260000,Nafta,Automaticka,135,11
Kia,Sportage,122205,260000,Benzin,Manualni,99,11
Renault,Kadjar,108000,260000,Benzin,Manualni,96,8
Skoda,Fabia,81406,260000,Benzin,Manualni,70,6
Peugeot,2008,88212,260000,Benzin,Automaticka,81,7
Nissan,Qashqai,173973,260000,Benzin,Manualni,120,8
Ford,Focus,114872,260000,Benzin,Manualni,96,8
Audi,S3,145000,260000,Benzin,Manualni,195,18
Volkswagen,Passat,172653,260000,Nafta,Manualni,103,12
Opel,Crossland,93776,260000,Benzin,Manualni,81,7
Volkswagen,Tiguan,123750,260000,Benzin,Manualni,118,13
Renault,Captur,45028,260000,Benzin,Manualni,66,6
Renault,Koleos,120460,260000,Nafta,Automaticka,127,11
Ford,Kuga,145132,260000,Nafta,Automaticka,103,12
Opel,Insignia,167159,260000,Nafta,Manualni,125,8
Ford,Fiesta,74780,260000,Benzin,Manualni,74,4
Renault,Captur,32583,260000,Benzin,Manualni,66,9
Peugeot,5008,85100,260000,Nafta,Manualni,88,9
Citroen,C4,89554,260000,Nafta,Manualni,88,10
Kia,Sportage,135235,260000,Benzin,Manualni,99,11
Volkswagen,Golf,172674,260000,Benzin,Automaticka,173,13
Peugeot,308,65727,260000,Benzin,Manualni,96,7
Peugeot,308,94814,260000,Nafta,Manualni,75,6
Opel,Astra,126937,260000,Nafta,Manualni,90,4
Kia,Sportage,130776,260000,Nafta,Manualni,100,12
Citroen,Jumper,163175,260000,Nafta,Manualni,96,11
Volkswagen,Golf,91968,260000,Benzin,Manualni,90,12
Kia,Sportage,135235,260000,Benzin,Manualni,99,11
Peugeot,2008,37331,260000,Benzin,Automaticka,81,8
Peugeot,Expert,243561,260000,Nafta,Manualni,120,13
Ford,Kuga,68079,260000,Benzin,Manualni,110,12
Kia,Sportage,93642,260000,Nafta,Manualni,100,14
Opel,Insignia,167159,260000,Nafta,Manualni,125,8
Peugeot,2008,52810,260000,Benzin,Manualni,61,7
Citroen,C4 Picasso,104516,260000,Nafta,Automaticka,110,10
Opel,Vivaro,253284,260000,Nafta,Manualni,92,8
Audi,A4,193596,260000,Nafta,Manualni,130,13
Ford,Kuga,145132,260000,Nafta,Automaticka,103,12
Kia,Sportage,122713,260000,Nafta,Automaticka,135,11
Opel,Crossland,60052,260000,Benzin,Manualni,81,7
Nissan,Juke,74719,260000,Benzin,Automaticka,86,7
Volkswagen,Tiguan,170577,260000,Nafta,Manualni,103,14
Volkswagen,Touran,161225,260000,Nafta,Manualni,103,12
Nissan,Qashqai,134623,260000,Nafta,Manualni,96,10
Hyundai,I30,58955,260000,Benzin,Manualni,88,7
Peugeot,308,111200,260000,Nafta,Manualni,90,6
Mazda,Cx 5,172440,260000,Nafta,Automaticka,129,11
Renault,Megane,51554,260000,Benzin,Manualni,84,8
Audi,A3,183451,260000,Nafta,Automaticka,135,12
Volkswagen,Touareg,279554,260000,Benzin,Manualni,160,14
Seat,Alhambra,178246,260000,Nafta,Automaticka,103,13
Nissan,Qashqai,173973,260000,Benzin,Manualni,120,8
Volkswagen,Golf,67368,260000,Benzin,Manualni,90,11
Kia,Cee D,191245,260000,Nafta,Automaticka,100,5
Kia,Ceed,191245,260000,Nafta,Automaticka,100,5
Ford,Focus,149121,260000,Nafta,Manualni,136,9
Volkswagen,Touran,154255,260000,Nafta,Manualni,103,11
Opel,Combo,106149,260200,Nafta,Manualni,75,4
Opel,Vivaro,146501,260200,Nafta,Manualni,70,7
Seat,Leon,171769,262000,Nafta,Manualni,135,10
Citroen,Berlingo,101516,262600,Nafta,Manualni,75,6
Jeep,Cherokee,200530,262900,Nafta,Automaticka,147,14
Volkswagen,Tiguan,155317,263000,Benzin,Automaticka,132,14
Skoda,Octavia,136257,263000,Nafta,Manualni,85,8
Skoda,Octavia,151248,263000,Nafta,Manualni,110,12
Renault,Captur,52000,264000,Benzin,Manualni,66,7
Ford,Fiesta,111000,264000,Benzin,Manualni,74,6
Opel,Zafira,147432,264000,Nafta,Manualni,125,9
Citroen,C3,80400,264877,Benzin,Manualni,81,7
Opel,Astra,61250,264900,Nafta,Manualni,77,4
Seat,Leon,104435,264900,Benzin,Manualni,92,9
BMW,X3,156500,264999,Nafta,Automaticka,135,13
Kia,Cee D,80407,264999,Benzin,Manualni,73,5
Nissan,Qashqai,144628,264999,Nafta,Manualni,81,11
Kia,Sportage,140700,265000,Benzin,Manualni,99,11
Jeep,Grand Cherokee,103983,265000,Benzin,Automaticka,172,20
Peugeot,5008,120000,265000,Nafta,Manualni,88,8
Land Rover,Defender,136000,265000,Nafta,Manualni,90,26
Audi,A4,228428,265000,Nafta,Manualni,130,11
BMW,Rada 3,228895,265000,Nafta,Manualni,140,10
Hyundai,Ix35,119844,265000,Benzin,Manualni,122,10
Nissan,Qashqai,83055,265000,Benzin,Manualni,85,11
Peugeot,2008,84048,265000,Benzin,Automaticka,81,6
Nissan,X Trail,174244,265000,Nafta,Manualni,96,9
Opel,Zafira,161354,265000,Nafta,Manualni,125,7
BMW,X3,180684,265000,Nafta,Automaticka,135,14
BMW,X5,279169,265000,Nafta,Automaticka,225,14
Hyundai,Ix35,119844,265000,Benzin,Manualni,122,10
Nissan,Qashqai,100469,265000,Benzin,Manualni,85,10
Nissan,Qashqai,100469,265000,Benzin,Manualni,85,10
Mazda,2,43673,265000,Benzin,Manualni,66,7
Skoda,Octavia,198680,265000,Nafta,Manualni,110,8
Audi,A6,278000,265000,Nafta,Automaticka,180,14
Volkswagen,Tiguan,136105,265000,Benzin,Manualni,110,13
Renault,Kadjar,157008,265000,Nafta,Manualni,96,9
Nissan,Qashqai,83055,265000,Benzin,Manualni,85,11
Skoda,Superb,179436,265000,Nafta,Automaticka,103,10
Ford,Focus,161150,265000,Nafta,Automaticka,88,5
Citroen,Grand C4 Spacetourer,140280,265000,Nafta,Manualni,96,6
Nissan,X-Trail,174244,265000,Nafta,Manualni,96,9
Peugeot,2008,84048,265000,Benzin,Automaticka,81,6
Audi,A4,228428,265000,Nafta,Manualni,130,11
Jeep,Grand Cherokee,240028,265000,Nafta,Automaticka,177,12
Hyundai,I30,103339,265000,Nafta,Manualni,100,6
Ford,Grand,139568,265000,Nafta,Automaticka,110,9
Kia,Sportage,140700,265000,Benzin,Manualni,99,11
Ford,Kuga,172747,265000,Nafta,Manualni,110,10
Hyundai,Tucson,208873,265000,Nafta,Manualni,85,10
Volvo,Xc90,223188,266000,Nafta,Automaticka,136,15
Ford,Kuga,141147,267000,Nafta,Automaticka,120,12
Ford,Kuga,141147,267000,Nafta,Automaticka,120,12
Ford,S Max,228894,267000,Nafta,Automaticka,154,10
Volvo,Xc60,210343,267000,Nafta,Manualni,120,12
Ford,S-Max,228894,267000,Nafta,Automaticka,154,10
Nissan,Qashqai,89675,267000,Benzin,Manualni,85,8
Nissan,Qashqai,89675,267000,Benzin,Manualni,85,8
Citroen,Grand C4 Picasso,149000,268000,Nafta,Manualni,85,7
Volvo,Xc60,219679,268000,Nafta,Manualni,120,14
Citroen,Grand C4 Spacetourer,149000,268000,Nafta,Manualni,85,7
Nissan,X Trail,223000,268000,Nafta,Manualni,96,10
Land Rover,Range Rover Sport,166000,268000,Nafta,Automaticka,200,18
Volkswagen,Golf,114610,268000,Nafta,Manualni,85,7
Kia,Sportage,137926,269000,Benzin,Manualni,99,11
Seat,Arona,49357,269000,Benzin,Manualni,70,5
Volvo,V60,190384,269000,Nafta,Manualni,133,11
Seat,Leon,141353,269000,Nafta,Manualni,85,8
Jeep,Cherokee,139000,269000,Nafta,Automaticka,130,16
Peugeot,308,111099,269000,Nafta,Manualni,96,7
Seat,Alhambra,265400,269000,Nafta,Manualni,110,8
Volkswagen,Golf,92936,269000,Nafta,Manualni,81,8
Ford,Mondeo,196000,269000,Nafta,Manualni,110,6
Jeep,Grand Cherokee,194000,269000,Nafta,Automaticka,160,16
Jeep,Renegade,110660,269000,Benzin,Manualni,81,8
Seat,Arona,162000,269000,Nafta,Manualni,85,7
Volkswagen,Tiguan,117042,269000,Nafta,Automaticka,103,16
Kia,Sportage,114089,269000,Benzin,Manualni,99,12
Seat,Leon,183737,269000,Nafta,Manualni,110,9
Renault,Captur,136452,269000,Benzin,Automaticka,87,8
Jeep,Grand Cherokee,210000,269000,Nafta,Automaticka,160,16
Kia,Sportage,137926,269000,Benzin,Manualni,99,11
Nissan,Navara,145300,269000,Nafta,Manualni,140,14
Jeep,Grand Cherokee,209000,269000,Nafta,Automaticka,160,15
Audi,Q3,229000,269000,Nafta,Automaticka,103,12
Nissan,Qashqai,79000,269000,Benzin,Manualni,85,10
Renault,Megane,139000,269000,Benzin,Manualni,85,6
Jeep,Grand Cherokee,162000,269000,Nafta,Automaticka,160,16
Volkswagen,Passat,233000,269000,Nafta,Manualni,88,10
Volkswagen,Sharan,235791,269000,Nafta,Automaticka,125,14
Land Rover,Discovery,471000,269000,Nafta,Automaticka,188,10
Audi,Q5,289692,269000,Nafta,Automaticka,176,15
Renault,Megane,68600,269000,Benzin,Manualni,84,7
Hyundai,Ix20,32700,269000,Benzin,Manualni,92,7
Peugeot,Boxer,105652,269000,Nafta,Manualni,96,13
Renault,Scenic,149634,269000,Nafta,Manualni,96,9
BMW,Rada 3,204640,269000,Nafta,Automaticka,135,11
Ford,Focus,197000,269000,Nafta,Manualni,110,4
Seat,Alhambra,227690,269000,Nafta,Manualni,103,13
BMW,X1,151685,269800,Nafta,Automaticka,150,15
Hyundai,I30,134338,269800,Benzin,Manualni,73,6
BMW,Rada 5,227614,269800,Nafta,Automaticka,180,13
Nissan,Qashqai,174175,269900,Nafta,Automaticka,96,11
Hyundai,I30,88977,269900,Benzin,Manualni,73,6
Seat,Leon,109714,269900,Nafta,Automaticka,110,12
Nissan,Patrol,277000,269900,Nafta,Manualni,116,25
Nissan,Qashqai,74140,269900,Benzin,Manualni,85,8
Seat,Leon,96262,269900,Benzin,Manualni,90,11
Citroen,Ds4,125205,269900,Nafta,Automaticka,88,8
Opel,Crossland X,113000,269900,Benzin,Manualni,81,5
Seat,Arona,75325,269990,Benzin,Manualni,85,6
Land Rover,Discovery,211000,269990,Nafta,Automaticka,180,16
Hyundai,Ix20,30670,269990,Benzin,Automaticka,92,7
Volvo,Xc90,261320,269999,Nafta,Automaticka,147,14
Seat,Alhambra,281000,269999,Nafta,Manualni,103,14
Hyundai,I30,125478,269999,Nafta,Manualni,81,7
Seat,Leon,298541,269999,Benzin,Automaticka,206,10
Seat,Leon,160238,269999,Benzin,Manualni,110,9
Volvo,S60,125000,269999,Nafta,Automaticka,120,13
BMW,X5,215391,269999,Nafta,Automaticka,173,18
BMW,Rada 3,212865,269999,Nafta,Manualni,135,13
Volkswagen,Golf,171840,270000,Benzin,Manualni,92,8
Citroen,Grand C4 Picasso,149549,270000,Nafta,Automaticka,110,10
Nissan,Qashqai,90264,270000,Benzin,Manualni,85,10
Ford,Mondeo,164333,270000,Nafta,Automaticka,132,10
Volkswagen,Passat,149282,270000,Nafta,Manualni,103,13
Volvo,Xc60,149243,270000,Nafta,Automaticka,120,14
Volvo,Xc60,270500,270000,Nafta,Automaticka,120,12
Kia,Ceed,68780,270000,Benzin,Manualni,73,5
Peugeot,2008,75537,270000,Benzin,Automaticka,81,8
Kia,Ceed,131788,270000,Benzin,Manualni,150,11
Kia,Sportage,80288,270000,Nafta,Manualni,100,12
Opel,Zafira,131634,270000,Nafta,Manualni,125,8
Ford,Kuga,128038,270000,Nafta,Automaticka,120,11
Opel,Insignia,180000,270000,Nafta,Automaticka,125,8
Opel,Astra,112386,270000,Nafta,Manualni,77,4
Renault,Kadjar,94431,270000,Benzin,Manualni,96,8
Nissan,Qashqai,126096,270000,Benzin,Manualni,85,7
Opel,Crossland,83872,270000,Benzin,Manualni,81,5
Nissan,Qashqai,159913,270000,Nafta,Automaticka,96,9
Hyundai,I20,39035,270000,Benzin,Manualni,62,4
Renault,Megane,61040,270000,Benzin,Manualni,97,7
Volkswagen,Golf,124850,270000,Nafta,Manualni,85,8
Hyundai,I20,39035,270000,Benzin,Manualni,62,4
Renault,Kadjar,93785,270000,Benzin,Manualni,96,9
Skoda,Fabia,78970,270000,Benzin,Manualni,81,7
Citroen,C3,62957,270000,Benzin,Manualni,81,7
Kia,Sportage,173541,270000,Nafta,Manualni,85,8
Citroen,C3,42293,270000,Benzin,Manualni,81,8
Nissan,Qashqai,159913,270000,Nafta,Automaticka,96,9
Kia,Rio,81076,270000,Benzin,Automaticka,73,6
BMW,X1,134000,270000,Nafta,Manualni,135,14
Audi,A6 Avant,330000,270000,Nafta,Automaticka,230,13
Nissan,Juke,70055,270000,Benzin,Manualni,86,8
Renault,Megane,102698,270000,Benzin,Automaticka,103,6
Citroen,C4 Cactus,32545,270000,Benzin,Manualni,81,6
Volkswagen,Passat,129958,270000,Benzin,Automaticka,155,14
Kia,Picanto,15375,270000,Benzin,Manualni,49,3
Peugeot,308,73366,270000,Nafta,Manualni,96,6
Seat,Leon,158867,270000,Benzin,Manualni,92,7
Nissan,Qashqai,117392,270000,Nafta,Manualni,96,9
Citroen,Grand C4 Spacetourer,142410,270000,Benzin,Manualni,96,5
Kia,Sportage,80288,270000,Nafta,Manualni,100,12
Nissan,X Trail,150650,270000,Nafta,Manualni,96,9
Nissan,X-Trail,150650,270000,Nafta,Manualni,96,9
Kia,Cee D,131788,270000,Benzin,Manualni,150,11
Nissan,Micra,56181,270000,Benzin,Manualni,74,6
Renault,Megane,102698,270000,Benzin,Automaticka,103,6
Nissan,Juke,70055,270000,Benzin,Manualni,86,8
Peugeot,208,64416,270000,Benzin,Manualni,75,5
Hyundai,Ix35,149946,270000,Nafta,Automaticka,135,11
Nissan,Qashqai,126096,270000,Benzin,Manualni,85,7
Ford,Mondeo,329605,270000,Nafta,Automaticka,110,7
Mazda,6,176807,270000,Nafta,Automaticka,110,9
Volkswagen,Tiguan,99622,270000,Benzin,Manualni,90,12
Volkswagen,Golf,103440,270000,Benzin,Manualni,103,10
Opel,Astra,129200,270000,Nafta,Manualni,118,8
Skoda,Octavia,113055,270000,Nafta,Automaticka,110,10
Opel,Astra,112386,270000,Nafta,Manualni,77,4
Kia,Sportage,166000,270000,Nafta,Manualni,135,12
Opel,Crossland,62869,270000,Benzin,Manualni,81,6
Renault,Megane,61040,270000,Benzin,Manualni,97,7
Opel,Astra,135827,270000,Nafta,Manualni,90,5
Hyundai,Ix35,149946,270000,Nafta,Automaticka,135,11
